PO_ID,SUPPLIER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,ORDER_QTY,RECEIVED_QTY,UNIT_COST,PO_AMOUNT,ORDER_DATE,PROMISED_DATE,RECEIVED_DATE
PO004920,SUP020,PRD0056,WH04,963,963,111.86,107721.18,2024-11-24,2025-01-03,2024-12-31
PO004921,SUP008,PRD0006,WH05,806,806,208.45,168010.7,2024-04-24,2024-05-05,05/03/2024
PO004922,SUP006,PRD0027,WH03,1171,1171,299.68,350925.28,2024-10-25,11/27/2024,2024-12-17
PO004923,SUP001,PRD0067,WH06,559,559,100.13,55972.67,2024-06-10,2024-06-22,20-Jun-2024
PO004924,SUP003,PRD0054,WH02,351,351,39.65,13917.15,2024-03-17,2024-04-21,2024-04-21
PO004925,SUP017,PRD0019,WH01,1428,1428,$382.47,546167.16,03/30/2024,08-Apr-2024,04/06/2024
PO004926,SUP020,PRD0059,WH05,178,141,194.35,34594.3,2024-12-18,2025-01-27,2025-01-27
PO004927,SUP006,PRD0034,WH03,508,508,$103.51,52583.08,2024-09-06,2024-10-09,2024/10/29
PO004928,SUP001,PRD0069,WH04,1088,1088,25.4,27635.2,2024-03-08,2024-03-20,03/18/2024
PO004929,SUP006,PRD0027,WH02,717,683,299.68,214870.56,12/15/2024,,01/17/2025
PO004930,SUP022,PRD0037,WH05,1455,1455,361.55,526055.25,2024-04-21,04/30/2024,04/27/2024
PO004931,SUP002,PRD0076,WH01,366,366,354.24,129651.84,2024-01-11,,2024-01-27
PO004932,SUP024,PRD0011,WH03,1460,"1,460",100.18,146262.8,03/31/2024,2024-04-12,2024-04-09
PO004933,SUP004,PRD0012,WH02,795,795,75.81,"60,268.95",2024-10-31,2024-11-15,22-Nov-2024
PO004934,SUP008,PRD0029,WH01,767,767,61.83,47423.61,10-Oct-2025,2025-10-21,2025/10/20
PO004935,SUP019,PRD0073,WH06,1299,1145,253.85,329751.15,06/13/2024,2024-07-18,2024-07-27
PO004936,SUP025,PRD0075,WH01,677,677,246.56,166921.12,2024/07/12,2024-07-22,07/19/2024
PO004937,SUP020,PRD0038,WH03,619,619,258.78,160184.82,2024-06-14,24-Jul-2024,2024-07-24
PO004938,SUP002,PRD0076,WH03,591,591,354.24,209355.84,2024-08-29,2024-09-17,2024-09-29
PO004939,SUP004,PRD0012,WH04,1221,1105,75.81,92564.01,2025-05-02,2025-05-17,14-May-2025
PO004940,SUP022,PRD0037,WH06,"1,374",1374,361.55,496769.7,2024-08-07,2024-08-16,2024-08-14
PO004941,SUP017,PRD0019,WH05,"1,108",1108,382.47,423776.76,2025-03-23,01-Apr-2025,2025-04-01
PO004942,SUP005,PRD0068,WH04,"1,013",1013,364.7,369441.1,2025-09-02,14-Sep-2025,2025-09-11
PO004943,SUP006,PRD0070,WH05,562,562,340.52,191372.24,2025-10-05,2025/11/07,2025-11-06
PO004944,SUP002,PRD0035,WH02,586,586,$152.58,89411.88,2025-01-17,2025-02-05,2025/02/05
PO004945,SUP001,PRD0069,WH02,389,389,25.4,9880.6,2025/04/30,12-May-2025,2025-05-10
PO004946,SUP006,PRD0024,WH05,1440,1440,$214.65,309096.0,2025-09-17,2025-10-20,2025/10/26
PO004947,SUP013,PRD0009,WH02,939,939,129.79,121872.81,06/18/2025,30-Jun-2025,2025-06-29
PO004948,SUP023,PRD0008,WH02,570,570,300.7,171399.0,2024-07-22,,2024-07-30
PO004949,SUP008,PRD0043,WH04,619,999999,379.8,235096.2,2024-03-30,2024-04-10,04/10/2024
PO004950,SUP008,PRD0029,WH04,110,110,61.83,"6,801.30",2024-03-19,2024-03-30,2024-03-30
PO004951,SUP002,PRD0028,WH02,"1,035","1,035",239.8,"$248,193.00",,2025/09/10,09-Sep-2025
PO004952,SUP002,PRD0072,WH01,1476,"1,476",84.7,"125,017.20",2025-01-13,2025-02-01,2025-01-29
PO004953,SUP002,PRD0072,WH05,1401,1401,84.7,118664.7,2024-07-20,2024-08-08,2024-08-07
PO004954,SUP017,PRD0019,WH02,1022,1022,382.47,390884.34,08/22/2024,08/31/2024,2024-08-31
PO004955,SUP005,PRD0007,WH05,756,756,22.74,"$17,191.44",2024-07-10,22-Jul-2024,21-Jul-2024
PO004956,SUP020,PRD0038,WH02,283,283,258.78,,2025-06-29,2025-08-08,2025-08-24
PO004957,SUP001,PRD0067,WH01,806,806,100.13,80704.78,,03/04/2025,2025/03/02
PO004958,SUP024,PRD0022,WH01,104,104,322.72,33562.88,2025-08-21,2025-09-02,09/01/2025
PO004959,SUP024,PRD0018,WH02,71,71,162.04,11504.84,07/24/2024,2024-08-05,03-Aug-2024
PO004960,SUP001,PRD0023,WH04,1032,799,,49649.52,2024-11-17,2024-11-29,11/27/2024
PO004961,SUP017,PRD0019,WH01,191,191,382.47,73051.77,2024-03-23,2024/04/01,
PO004962,SUP013,PRD0014,WH04,1478,1478,61.84,91399.52,2025-10-22,2025-11-03,2025-11-02
PO004963,SUP017,PRD0026,WH03,678,678,347.66,235713.48,2024-12-14,2024/12/23,2024-12-20
PO004964,SUP008,PRD0029,WH04,1187,1187,,73392.21,2025-01-11,2025-01-22,01/20/2025
PO004965,SUP020,PRD0078,WH06,1042,1042,256.38,267147.96,2024-10-08,17-Nov-2024,2024-11-17
PO004966,SUP010,PRD0010,WH02,"1,318","1,016",42.31,55764.58,2024/07/03,2024-07-23,2024-07-23
PO004967,SUP018,PRD0017,WH01,1143,1143,296.9,"339,356.70",2025-10-06,2025-11-16,2025/11/13
PO004968,SUP017,PRD0026,WH04,167,167,347.66,58059.22,2024-11-28,2024-12-07,2024-12-06
PO004969,SUP003,PRD0054,WH04,350,350,39.65,13877.5,2025-04-03,2025-05-08,05/08/2025
PO004970,SUP012,PRD0041,WH01,1093,1093,169.67,185449.31,2024/01/26,2024-02-05,02-Feb-2024
PO004971,SUP024,PRD0011,WH03,514,514,100.18,51492.52,2024-07-06,2024-07-18,15-Jul-2024
PO004972,SUP022,PRD0037,WH06,1197,1197,361.55,432775.35,2025/06/30,09-Jul-2025,08-Jul-2025
PO004973,SUP020,PRD0059,WH02,1042,1042,194.35,202512.7,2024-02-29,2024-04-09,2024-04-08
PO004974,SUP001,PRD0020,WH05,924,924,224.3,207253.2,2024/03/09,2024-03-21,2024-03-19
PO004975,SUP003,PRD0002,WH02,131,131,270.53,35439.43,2025-07-04,2025-08-08,2025-08-17
PO004976,SUP018,PRD0032,WH04,1073,1073,160.48,172195.04,2024/07/28,2024-09-07,2024-09-17
PO004977,SUP024,PRD0050,WH01,399,399,105.09,41930.91,2024-07-05,17-Jul-2024,2024-07-16
PO004978,SUP004,PRD0021,WH03,801,801,170.55,136610.55,2025-01-19,2025-02-03,2025-01-31
PO004979,SUP021,PRD0036,WH02,392,392,25.52,10003.84,,2024/06/01,2024-05-30
PO004980,SUP013,PRD0014,WH02,"1,285",1285,61.84,79464.4,2024-01-30,2024-02-11,2024-02-08
PO004981,SUP018,PRD0016,WH02,1002,938,234.54,235009.08,2024-01-04,2024-02-14,2024/02/29
PO004982,SUP003,PRD0054,WH05,750,750,$39.65,29737.5,2024/02/23,2024-03-29,2024-03-26
PO004983,SUP016,PRD0061,WH04,55,46,53.16,2923.8,2024-04-17,2024-05-06,2024-05-22
PO004984,SUP020,PRD0038,WH01,828,828,258.78,214269.84,2025-04-18,2025-05-28,06/09/2025
PO004985,SUP002,PRD0072,WH03,213,213,84.70,18041.1,2024-07-21,2024-08-09,2024-08-09
PO004986,SUP021,PRD0045,WH06,"1,269",899,215.43,"$273,380.67",2024-02-18,09-Mar-2024,2024-03-09
PO004987,SUP019,PRD0074,WH05,557,557,81.25,45256.25,2024-01-10,14-Feb-2024,2024-02-25
PO004988,SUP019,PRD0003,WH05,1482,1482,308.62,457374.84,2024-11-20,2024-12-25,01/09/2025
PO004989,SUP012,PRD0063,WH05,1305,"1,305",179.71,234521.55,2025-07-25,2025-08-04,2025-08-01
PO004990,SUP024,PRD0011,WH06,528,468,100.18,52895.04,2024-08-18,2024-08-30,2024-09-18
PO004991,SUP024,PRD0050,WH02,1041,1041,105.09,109398.69,02/13/2024,2024-02-25,2024-02-23
PO004992,SUP018,PRD0032,WH02,94,94,160.48,15085.12,04-Jun-2024,2024-07-15,13-Jul-2024
PO004993,SUP004,PRD0015,WH05,954,954,272.68,"$260,136.72",2024-12-05,2024/12/20,2024-12-19
PO004994,SUP020,PRD0055,WH06,1227,1149,270.14,331461.78,2024-05-08,2024-06-17,2024-06-15
PO004995,SUP004,PRD0012,WH04,104,104,75.81,"7,884.24",2025-10-27,2025-11-11,2025-11-09
PO004996,SUP021,PRD0049,WH04,239,239,239.5,57240.5,2025-06-03,23-Jun-2025,21-Jun-2025
PO004997,SUP004,PRD0015,WH03,1007,1007,272.68,274588.76,2024-08-22,2024-09-06,2024-09-03
PO004998,SUP010,PRD0010,WH04,1159,1159,42.31,49037.29,2025-10-09,2025-10-29,2025-10-28
PO004999,SUP004,PRD0012,WH02,1033,1033,75.81,78311.73,2024/08/09,2024-08-24,2024-08-24
PO005000,SUP024,PRD0079,WH01,496,496,124.03,61518.88,2024-04-05,2024-04-17,2024-04-17
PO005001,SUP002,PRD0072,WH01,1009,1009,84.7,"85,462.30",2025-09-30,10/19/2025,2025-10-16
PO005002,SUP018,PRD0016,WH06,1064,987,234.54,249550.56,14-Oct-2025,2025-11-24,22-Nov-2025
PO005003,SUP006,PRD0027,WH04,1470,1470,299.68,440529.6,2024-07-31,09/02/2024,2024-08-30
PO005004,SUP010,PRD0042,WH06,764,674,134.36,"102,651.04",2025-02-08,2025-02-28,2025-02-27
PO005005,SUP022,PRD0037,WH04,473,473,361.55,171013.15,27-Apr-2024,2024-05-06,2024-05-06
PO005006,SUP002,PRD0028,WH04,375,375,239.8,89925.0,2025/03/12,2025-03-31,2025-03-29
PO005007,SUP016,PRD0025,WH06,674,555,167.97,113211.78,2025-04-14,03-May-2025,2025-05-15
PO005008,SUP003,PRD0048,WH03,1318,1318,374.7,493854.6,2025/04/27,2025-06-01,2025-05-29
PO005009,SUP004,PRD0021,WH02,1114,1114,170.55,189992.7,2025-01-21,2025-02-05,2025-02-15
PO005010,SUP024,PRD0050,WH05,182,182,105.09,19126.38,2025-04-23,2025-05-05,2025-05-04
PO005011,SUP002,PRD0028,WH02,1475,1475,239.8,353705.0,2025-01-12,2025-01-31,2025-01-30
PO005012,SUP024,PRD0022,WH01,1274,932,322.72,411145.28,2025-07-11,2025-07-23,07/23/2025
PO005013,SUP019,PRD0073,WH03,986,986,253.85,250296.1,05/02/2024,06-Jun-2024,2024-06-29
PO005014,SUP001,PRD0023,WH02,101,,48.11,4859.11,2024-11-24,2024-12-06,2024-12-06
PO005015,SUP021,PRD0036,WH02,1041,"1,041",25.52,26566.32,10-Oct-2024,2024-10-30,2024-11-22
PO005016,SUP020,PRD0055,WH05,426,,270.14,115079.64,2024-12-28,2025-02-06,2025-02-04
PO005017,SUP019,PRD0074,WH05,604,458,81.25,49075.0,2024-04-06,2024-05-11,2024-05-31
PO005018,SUP020,PRD0038,WH01,1359,1359,$258.78,,2024-08-08,2024-09-17,2024-09-14
PO005019,SUP017,PRD0066,WH03,64,64,261.8,16755.2,10/10/2025,2025-10-19,2025-10-18
PO005020,SUP018,PRD0060,WH01,707,707,380.72,269169.04,2024/03/12,2024-04-22,2024-04-21
PO005021,SUP010,PRD0010,WH05,"1,391",1391,42.31,58853.21,08-Mar-2025,2025-03-28,2025-04-02
PO005022,SUP018,PRD0016,WH04,397,323,234.54,93112.38,2025-03-27,2025-05-07,2025-05-05
PO005023,SUP001,PRD0067,WH05,136,136,$100.13,13617.68,2024-11-18,11/30/2024,2024-11-29
PO005024,SUP006,PRD0070,WH01,974,974,340.52,331666.48,2024/01/23,02/25/2024,2024-03-03
PO005025,SUP001,PRD0067,WH03,1207,1207,100.13,120856.91,2024-01-24,2024-02-05,04-Feb-2024
PO005026,SUP001,PRD0067,WH05,1484,1484,$100.13,148592.92,2024-07-06,2024-07-18,07/15/2024
PO005027,SUP002,PRD0072,WH05,363,363,84.7,30746.1,2024-03-10,2024-03-29,29-Mar-2024
PO005028,SUP002,PRD0028,WH04,1235,1235,239.8,296153.0,2024/03/05,,2024-03-23
PO005029,SUP021,PRD0036,WH06,1179,1179,25.52,30088.08,18-Apr-2024,2024-05-08,05/23/2024
PO005030,SUP018,PRD0060,WH01,1114,1050,380.72,424122.08,2024-05-09,2024-06-19,2024-06-23
PO005031,SUP012,PRD0063,WH01,999,999,,"179,530.29",2025-07-24,2025-08-03,2025-07-31
PO005032,SUP006,PRD0070,WH05,152,137,340.52,51759.04,2025-03-10,04/12/2025,2025-04-09
PO005033,SUP012,PRD0041,WH03,501,501,169.67,85004.67,2024/01/21,2024-01-31,
PO005034,SUP019,PRD0073,WH06,1324,1118,$253.85,336097.4,2025-03-03,2025-04-07,04/12/2025
PO005035,SUP018,PRD0017,WH02,777,777,296.9,230691.3,2024-04-02,2024-05-13,2024-06-04
PO005036,SUP001,PRD0067,WH04,116,116,100.13,11615.08,2024-10-13,2024-10-25,2024-10-24
PO005037,SUP016,PRD0025,WH05,326,326,167.97,54758.22,2024-01-26,02/14/2024,2024-02-12
PO005038,SUP021,PRD0036,WH05,862,862,25.52,21998.24,2024-03-02,03/22/2024,2024-03-19
PO005039,SUP017,PRD0026,WH03,1331,1331,347.66,462735.46,2024-03-31,2024-04-09,2024-04-06
PO005040,SUP012,PRD0052,WH01,1103,1103,211.44,233218.32,2024-10-21,2024-10-31,2024-10-29
PO005041,SUP008,PRD0029,WH05,1076,1076,61.83,66529.08,2024-11-10,21-Nov-2024,2024-11-20
PO005042,SUP002,PRD0035,WH02,1029,1029,152.58,157004.82,2024-08-27,2024-09-15,2024-09-14
PO005043,SUP024,PRD0079,WH04,557,557,124.03,69084.71,25-Feb-2025,,2025-03-06
PO005044,SUP020,PRD0056,WH05,496,387,111.86,55482.56,05/04/2025,2025-06-13,2025-07-02
PO005045,SUP018,PRD0016,WH02,1455,1062,234.54,341255.7,2025-05-10,2025-06-20,2025-07-14
PO005046,SUP006,PRD0027,WH02,1219,"1,219",299.68,365309.92,28-Jan-2025,03/02/2025,2025-03-21
PO005047,SUP021,PRD0005,WH01,95,95,324.26,30804.7,2025-01-05,01/25/2025,2025-01-25
PO005048,SUP008,PRD0030,WH04,1083,1083,65.68,71131.44,2024-11-30,12/11/2024,12/11/2024
PO005049,SUP005,PRD0013,WH03,1376,1376,127.58,175550.08,10-Jun-2024,2024/06/22,06/20/2024
PO005050,SUP002,PRD0076,WH06,912,668,354.24,323066.88,2024-11-27,2024-12-16,2024-12-15
PO005051,SUP024,PRD0022,WH02,661,661,322.72,213317.92,2024-01-07,2024-01-19,16-Jan-2024
PO005052,SUP018,PRD0016,WH06,936,854,234.54,219529.44,2025-10-19,2025/11/29,2025-11-28
PO005053,SUP012,PRD0052,WH03,"1,269",1269,211.44,268317.36,08-Sep-2024,09/18/2024,2024-09-18
PO005054,SUP006,PRD0004,WH02,793,793,$19.78,15685.54,2025-05-29,2025-07-01,2025-06-29
PO005055,SUP004,PRD0012,WH05,496,454,75.81,"37,601.76",2025-10-12,2025-10-27,2025-11-02
PO005056,SUP018,PRD0016,WH05,520,377,234.54,121960.8,03-Dec-2024,2025-01-13,2025-01-18
PO005057,SUP016,PRD0051,WH03,228,228,72.66,16566.48,2025/08/09,2025-08-28,2025/08/28
PO005058,SUP022,PRD0033,WH03,893,893,341.2,304691.6,2024-11-21,30-Nov-2024,2024-11-28
PO005059,SUP006,PRD0070,WH02,1430,1205,340.52,"$486,943.60",2024-03-30,2024-05-02,2024-04-29
PO005060,SUP002,PRD0035,WH04,430,430,152.58,65609.4,2024-01-19,02/07/2024,2024-02-06
PO005061,SUP016,PRD0025,WH04,1316,1316,167.97,221048.52,2024-04-02,2024-04-21,2024-04-20
PO005062,SUP013,PRD0009,WH04,1127,914,129.79,146273.33,2025/10/02,14-Oct-2025,2025-10-14
PO005063,SUP006,PRD0004,WH01,237,237,19.78,4687.86,2024-11-19,22-Dec-2024,01/13/2025
PO005064,SUP025,PRD0075,WH04,236,236,246.56,58188.16,2024-08-05,2024-08-15,08/13/2024
PO005065,SUP012,PRD0041,WH03,450,450,169.67,76351.5,10/30/2024,11/09/2024,2024/11/06
PO005066,SUP002,PRD0035,WH05,556,556,152.58,84834.48,2024-06-23,07/12/2024,10-Jul-2024
PO005067,SUP020,PRD0056,WH04,222,171,111.86,24832.92,2025-08-14,2025-09-23,2025-09-22
PO005068,SUP002,PRD0028,WH02,283,283,239.8,67863.4,10-Nov-2025,2025-11-29,2025/11/26
PO005069,SUP024,PRD0018,WH03,1169,1169,162.04,189424.76,2024-02-27,2024-03-10,2024/03/09
PO005070,SUP021,PRD0049,WH02,997,997,$239.50,238781.5,2025-05-03,23-May-2025,06/15/2025
PO005071,SUP016,PRD0061,WH01,476,450,53.16,25304.16,2024-08-16,2024-09-04,2024/09/03
PO005072,SUP006,PRD0034,WH02,1317,1085,103.51,136322.67,2024-02-02,2024-03-06,2024-03-28
PO005073,SUP021,PRD0001,WH02,451,451,358.98,161899.98,09/19/2025,10/09/2025,2025-10-18
PO005074,SUP009,PRD0044,WH02,205,205,216.5,44382.5,2024/02/12,2024-02-23,2024-02-23
PO005075,SUP019,PRD0074,WH06,1449,1324,81.25,117731.25,2024-05-20,2024-06-24,2024-06-21
PO005076,SUP006,PRD0034,WH04,854,854,103.51,88397.54,2024/01/18,2024-02-20,02/28/2024
PO005077,SUP022,PRD0033,WH06,1366,1366,341.2,"466,079.20",2024-11-16,2024-11-25,2024-11-24
PO005078,SUP005,PRD0007,WH03,969,969,22.74,22035.06,2025-02-11,2025-02-23,2025-02-21
PO005079,SUP006,PRD0024,WH06,68,48,214.65,14596.2,08/06/2024,2024-09-08,2024-09-05
PO005080,SUP020,PRD0055,WH03,400,292,270.14,"$108,056.00",2024-02-18,03/29/2024,26-Mar-2024
PO005081,SUP020,PRD0055,WH05,332,250,270.14,89686.48,2024/03/19,2024-04-28,26-Apr-2024
PO005082,SUP002,PRD0035,WH04,1157,1157,152.58,176535.06,09/26/2025,2025-10-15,2025-10-14
PO005083,SUP024,PRD0011,WH06,737,737,100.18,"$73,832.66",2025-07-02,2025-07-14,2025-08-01
PO005084,SUP024,PRD0079,WH03,731,731,124.03,90665.93,2025-09-29,2025-10-11,2025-10-08
PO005085,SUP017,PRD0066,WH05,57,57,261.8,14922.6,2024-12-26,2025-01-04,2025/01/03
PO005086,SUP017,PRD0080,WH01,804,804,376.53,302730.12,2025-01-06,2025-01-15,2025-01-13
PO005087,SUP003,PRD0077,WH02,911,911,77.5,70602.5,2025-06-18,2025-07-23,2025-07-22
PO005088,SUP001,PRD0062,WH05,591,591,$184.46,109015.86,2025-02-23,2025-03-07,06-Mar-2025
PO005089,SUP003,PRD0077,WH02,532,396,77.5,41230.0,2024-10-23,11/27/2024,2024-11-26
PO005090,SUP010,PRD0042,WH02,1391,1391,134.36,186894.76,2024-07-17,2024-08-06,2024-08-30
PO005091,SUP008,PRD0043,WH04,1221,1221,379.8,,11/26/2024,12/07/2024,12/07/2024
PO005092,SUP022,PRD0037,WH03,693,693,361.55,250554.15,02/13/2024,2024/02/22,22-Feb-2024
PO005093,SUP006,PRD0027,WH01,100,75,299.68,"29,968.00",2024-05-10,2024-06-12,2024/06/10
PO005094,SUP002,PRD0035,WH06,713,713,152.58,"$108,789.54",2025/05/16,2025-06-04,2025-06-03
PO005095,SUP010,PRD0040,WH04,571,571,257.63,147106.73,2025/08/13,2025-09-02,2025-08-31
PO005096,SUP017,PRD0066,WH03,406,406,261.8,106290.8,2024-03-10,2024-03-19,2024-03-19
PO005097,SUP001,PRD0023,WH06,94,94,48.11,4522.34,,2024-03-18,2024-03-17
PO005098,SUP013,PRD0014,WH05,460,460,61.84,28446.4,2024-02-28,11-Mar-2024,2024-03-10
PO005099,SUP020,PRD0055,WH03,394,394,$270.14,106435.16,2025-06-22,2025-08-01,2025-07-30
PO005100,SUP018,PRD0017,WH03,1399,1399,296.9,415363.1,2024-07-30,09/09/2024,2024-09-06
PO005101,SUP010,PRD0058,WH01,480,480,293.23,140750.4,2024-08-10,2024-08-30,08/30/2024
PO005102,SUP010,PRD0040,WH01,1322,"1,322",257.63,"340,586.86",01/09/2024,2024-01-29,2024-02-13
PO005103,SUP002,PRD0028,WH05,1275,1275,$239.80,"$305,745.00",,2025-11-11,11/11/2025
PO005104,SUP024,PRD0050,WH04,,63,105.09,"$6,620.67",22-Oct-2024,2024-11-03,2024-11-02
PO005105,SUP018,PRD0060,WH02,386,310,380.72,146957.92,26-Jun-2025,2025-08-06,2025-08-05
PO005106,SUP006,PRD0024,WH02,347,347,214.65,"$74,483.55",26-Apr-2025,2025-05-29,2025/06/03
PO005107,SUP006,PRD0027,WH05,1144,1144,299.68,342833.92,2024-04-06,05/09/2024,05/16/2024
PO005108,SUP024,PRD0071,WH02,448,448,309.98,138871.04,2025-06-28,2025-07-10,2025-07-09
PO005109,SUP004,PRD0015,WH03,570,461,272.68,155427.6,2025-01-09,2025-01-24,2025-01-24
PO005110,SUP019,PRD0073,WH05,819,819,253.85,207903.15,02/14/2025,,03/18/2025
PO005111,SUP020,PRD0055,WH01,300,275,270.14,"$81,042.00",16-May-2024,2024-06-25,06/25/2024
PO005112,SUP020,PRD0055,WH05,425,425,$270.14,114809.5,07/29/2025,2025-09-07,2025/09/04
PO005113,SUP020,PRD0059,WH02,"1,226",,194.35,238273.1,2025-09-25,2025/11/04,2025-11-01
PO005114,SUP019,PRD0003,WH01,718,718,308.62,221589.16,2024-10-03,2024-11-07,2024-11-04
PO005115,SUP003,PRD0048,WH03,206,199,374.7,77188.2,,2024/04/07,2024-04-07
PO005116,SUP006,PRD0004,WH02,479,400,$19.78,9474.62,07/31/2025,2025-09-02,2025-08-31
PO005117,SUP010,PRD0040,WH04,1409,1409,257.63,363000.67,2025-08-26,2025-09-15,13-Sep-2025
PO005118,SUP020,PRD0078,WH01,757,757,256.38,"194,079.66",2024-12-10,2025-01-19,2025-01-17
PO005119,SUP013,PRD0053,WH06,"1,401",1401,241.84,"338,817.84",2025-01-28,2025-02-09,2025-02-09
PO005120,SUP012,PRD0063,WH04,,1118,179.71,200915.78,2024/05/31,2024-06-10,2024-06-08
PO005121,SUP001,PRD0062,WH04,1157,,184.46,213420.22,2024-02-15,2024-02-27,02/25/2024
PO005122,SUP005,PRD0013,WH02,615,615,$127.58,"$78,461.70",2025-10-04,2025-10-16,2025-10-14
PO005123,SUP019,PRD0074,WH05,290,222,$81.25,23562.5,2024-11-24,2024/12/29,2024/12/26
PO005124,SUP002,PRD0076,WH02,948,948,354.24,"335,819.52",2024-07-05,2024-07-24,2024-07-21
PO005125,SUP019,PRD0046,WH03,706,588,84.95,59974.7,2025/04/16,2025-05-21,2025-06-02
PO005126,SUP016,PRD0025,WH02,562,433,$167.97,94399.14,2024-01-18,2024-02-06,2024-02-05
PO005127,SUP012,PRD0041,WH05,1271,1271,169.67,215650.57,2024-02-24,2024-03-05,2024-03-04
PO005128,SUP010,PRD0042,WH04,1217,1217,134.36,163516.12,2024-06-14,2024-07-04,2024-07-04
PO005129,SUP018,PRD0017,WH03,743,658,296.9,220596.7,11/02/2024,2024/12/13,01/01/2025
PO005130,SUP017,PRD0019,WH01,664,664,382.47,253960.08,2024-09-06,2024-09-15,2024-09-15
PO005131,SUP012,PRD0052,WH02,1234,1234,211.44,"$260,916.96",07-May-2024,2024-05-17,05/15/2024
PO005132,SUP021,PRD0001,WH06,164,164,358.98,58872.72,2024-08-26,2024-09-15,09/13/2024
PO005133,SUP002,PRD0028,WH02,283,212,$239.80,67863.4,2024-08-15,09/03/2024,02-Sep-2024
PO005134,SUP002,PRD0035,WH01,343,343,152.58,52334.94,2024-12-22,2025-01-10,2025-01-10
PO005135,SUP017,PRD0066,WH04,437,437,261.8,114406.6,2025-01-17,2025/01/26,2025/01/23
PO005136,SUP004,PRD0057,WH02,518,518,63.37,"32,825.66",23-Aug-2025,2025-09-07,2025-09-04
PO005137,SUP021,PRD0036,WH03,1021,"1,021",25.52,26055.92,2025-07-02,2025-07-22,2025-08-10
PO005138,SUP017,PRD0019,WH03,505,505,382.47,193147.35,17-Jul-2024,2024-07-26,
PO005139,SUP024,PRD0079,WH02,589,589,124.03,73053.67,2025-09-05,2025-09-17,2025-09-16
PO005140,SUP004,PRD0021,WH02,1195,1195,170.55,203807.25,2024-12-20,,2025-01-01
PO005141,SUP010,PRD0040,WH05,1495,1495,257.63,385156.85,2024-05-07,2024-05-27,05/27/2024
PO005142,SUP002,PRD0031,WH03,739,739,$73.98,54671.22,2024-08-19,2024-09-07,2024-09-05
PO005143,SUP010,PRD0010,WH03,1299,1299,42.31,54960.69,19-May-2025,2025-06-08,2025-06-29
PO005144,SUP020,PRD0055,WH06,817,817,270.14,220704.38,2025-07-12,2025-08-21,08/19/2025
PO005145,SUP024,PRD0079,WH02,1257,1257,124.03,"$155,905.71",11-Sep-2024,2024-09-23,2024-09-20
PO005146,SUP017,PRD0026,WH04,1147,1147,347.66,"398,766.02",2024-04-17,2024-04-26,2024-04-25
PO005147,SUP010,PRD0040,WH06,1236,1236,257.63,318430.68,2024/05/10,2024-05-30,05/27/2024
PO005148,SUP002,PRD0072,WH01,705,705,84.7,59713.5,,2024-03-30,
PO005149,SUP004,PRD0012,WH06,654,654,75.81,49579.74,20-Apr-2025,2025-05-05,2025-05-04
PO005150,SUP016,PRD0061,WH01,1296,1296,53.16,"68,895.36",2024-12-08,2024-12-27,2024-12-26
PO005151,SUP023,PRD0008,WH06,,398,300.7,119678.6,2024-11-02,2024-11-13,2024/11/13
PO005152,SUP008,PRD0029,WH03,56,,61.83,3462.48,,2025-04-12,2025-04-09
PO005153,SUP021,PRD0001,WH01,881,881,$358.98,316261.38,17-Jul-2025,2025-08-06,06-Aug-2025
PO005154,SUP021,PRD0045,WH03,580,580,215.43,124949.4,2025-06-24,2025-07-14,2025-07-14
PO005155,SUP003,PRD0048,WH02,720,656,374.7,"$269,784.00",2024-04-03,2024-05-08,2024-05-06
PO005156,SUP006,PRD0024,WH02,318,249,214.65,68258.7,2025-02-04,2025/03/09,
PO005157,SUP002,PRD0028,WH03,1194,1194,239.8,286321.2,2025-08-23,11-Sep-2025,2025-09-08
PO005158,SUP024,PRD0071,WH01,1084,1084,$309.98,336018.32,2025-06-10,2025-06-22,2025-06-20
PO005159,SUP005,PRD0007,WH06,796,731,22.74,18101.04,2024-08-12,2024-08-24,2024-08-22
PO005160,SUP013,PRD0053,WH03,783,783,241.84,189360.72,2024-09-24,2024/10/06,2024-10-03
PO005161,SUP021,PRD0036,WH04,1381,1381,25.52,35243.12,2025-08-28,2025/09/17,2025-09-17
PO005162,SUP024,PRD0071,WH04,1336,1336,309.98,414133.28,2024-01-23,04-Feb-2024,2024-02-02
PO005163,SUP024,PRD0050,WH02,124,124,105.09,13031.16,23-Dec-2024,04-Jan-2025,2025-01-01
PO005164,SUP021,PRD0005,WH02,1313,1313,$324.26,"425,753.38",03/19/2024,2024-04-08,2024-04-07
PO005165,SUP021,PRD0005,WH03,486,486,324.26,157590.36,2025/08/31,2025-09-20,2025-09-17
PO005166,SUP016,PRD0025,WH05,742,742,167.97,124633.74,2024-01-27,15-Feb-2024,2024-02-14
PO005167,SUP006,PRD0027,WH03,556,556,299.68,166622.08,2024-01-16,02/18/2024,2024-02-18
PO005168,SUP013,PRD0014,WH03,287,287,61.84,"17,748.08",08/11/2024,23-Aug-2024,2024-08-21
PO005169,SUP016,PRD0025,WH01,1362,1362,167.97,"$228,775.14",2024-05-16,2024-06-04,2024/06/02
PO005170,SUP010,PRD0040,WH02,993,993,$257.63,255826.59,2024-12-02,2024/12/22,2024-12-19
