SO_ID,CUSTOMER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,SHIP_MODE_KEY,ORDER_QTY,SHIPPED_QTY,FREIGHT_COST,REVENUE,ORDER_DATE,SHIP_DATE,PROMISED_DATE,DELIVERY_DATE
SO0013758,CUST0130,PRD0003,WH03,SM4,151,151,$177.15,61515.89,08/14/2024,2024-08-16,2024-08-30,2024-08-27
SO0013759,CUST0126,PRD0080,WH01,SM4,176,176,191.08,89230.24,2025-02-01,2025-02-02,2025-02-16,2025/02/13
SO0013760,CUST0036,PRD0031,WH03,SM3,245,245,302.8,23284.8,2024-08-22,2024-08-24,2024-09-02,08/31/2024
SO0013761,CUST0103,PRD0071,WH05,SM1,9,9,46.0,4753.26,2025-06-11,2025-06-12,17-Jun-2025,2025-06-14
SO0013762,CUST0004,PRD0031,WH03,SM3,63,63,76.64,"$5,987.52",2025-06-10,2025-06-11,2025-06-20,2025-06-17
SO0013763,CUST0120,PRD0015,WH03,SM2,145,145,102.61,52553.8,2024-11-20,2024-11-23,2024-12-25,2024-12-24
SO0013764,CUST0053,PRD0062,WH06,SM4,296,,320.34,97543.84,2024-06-09,11-Jun-2024,06/25/2024,2024-06-23
SO0013765,CUST0044,PRD0016,WH02,SM1,264,264,1125.98,85438.32,2024-09-28,2024/09/30,2024/10/05,2024/10/04
SO0013766,CUST0003,PRD0043,WH04,SM1,279,279,1334.06,195570.63,2025-07-30,2025-08-02,2025/08/07,2025-08-10
SO0013767,CUST0081,PRD0036,WH06,SM4,264,264,297.41,12471.36,2025-01-31,2025-02-01,2025-02-15,2025/02/26
SO0013768,CUST0148,PRD0033,WH06,SM3,154,154,240.98,67165.56,2025-11-07,2025-11-09,18-Nov-2025,17-Nov-2025
SO0013769,CUST0141,PRD0005,WH04,SM2,81,81,,38245.77,2024-01-31,2024-02-02,2024-03-05,2024-03-11
SO0013770,CUST0170,PRD0014,WH04,SM3,23,23,33.3,1790.78,2025-10-31,2025-11-02,2025-11-11,2025-11-10
SO0013771,CUST0173,PRD0066,WH01,SM1,139,139,,47626.96,05-Jan-2024,,2024-01-13,01/10/2024
SO0013772,CUST0160,PRD0074,WH02,SM4,54,54,62.75,"6,256.44",21-Nov-2024,2024-11-23,2024-12-07,2024-12-04
SO0013773,CUST0073,PRD0003,WH03,SM3,172,137,249.33,55812.43,2024-12-10,2024-12-13,2024/12/22,2024-12-21
SO0013774,CUST0001,PRD0048,WH06,SM3,141,141,$189.73,70759.44,08/14/2025,2025/08/16,2025-08-25,2025-08-23
SO0013775,CUST0125,PRD0045,WH06,SM3,211,211,302.08,75519.01,2024-01-17,2024/01/18,27-Jan-2024,2024-01-24
SO0013776,CUST0195,PRD0076,WH04,SM4,123,123,136.69,74560.14,04/21/2025,24-Apr-2025,2025-05-08,2025/05/05
SO0013777,CUST0070,PRD0011,WH05,SM3,120,,217.72,15986.4,2025-02-02,2025-02-03,2025-02-12,02/09/2025
SO0013778,CUST0112,PRD0072,WH02,SM4,247,148,136.3,,2025-11-03,2025-11-06,2025/11/20,2025-11-19
SO0013779,CUST0125,PRD0046,WH03,SM2,275,275,$210.84,39751.25,2024-06-07,06/09/2024,2024-07-11,07/10/2024
SO0013780,CUST0181,PRD0067,WH04,SM2,151,151,117.31,20304.97,2024-03-01,,2024-04-05,2024-04-03
SO0013781,CUST0185,PRD0024,WH06,SM4,120,120,113.36,42344.4,2025/11/17,2025-11-18,2025-12-02,2025-12-01
SO0013782,CUST0136,PRD0059,WH06,SM2,157,157,140.05,"45,605.36",2024-04-10,2024-04-12,2024-05-14,05/11/2024
SO0013783,CUST0122,PRD0004,WH05,SM2,42,42,$28.48,1338.12,2024-07-01,2024-07-02,2024-08-03,2024-07-31
SO0013784,CUST0172,PRD0021,WH02,SM4,103,103,121.08,32990.9,2024-11-05,11/07/2024,2024-11-21,11/26/2024
SO0013785,CUST0123,PRD0051,WH05,SM2,279,233,$192.54,27379.83,2025-10-11,2025-10-12,11/13/2025,11/11/2025
SO0013786,CUST0168,PRD0054,WH06,SM4,208,208,186.85,"$13,836.16",09/23/2024,2024-09-26,2024-10-10,2024-10-08
SO0013787,CUST0088,PRD0031,WH06,SM1,149,149,517.74,14160.96,2024-11-19,2024-11-20,2024-11-25,
SO0013788,CUST0175,PRD0074,WH01,SM2,218,218,216.8,25257.48,2024/08/17,2024-08-20,2024-09-21,2024-09-19
SO0013789,CUST0170,PRD0054,WH04,SM4,132,,102.98,7117.64,2025-11-04,11/07/2025,2025/11/21,2025-11-19
SO0013790,CUST0051,PRD0011,WH05,SM1,291,291,1011.85,38767.02,2025-01-29,2025-01-31,2025-02-05,02/02/2025
SO0013791,CUST0184,PRD0074,WH01,SM2,285,285,$190.81,33020.1,2025-11-05,2025/11/07,12/09/2025,2025-12-17
SO0013792,CUST0113,PRD0066,WH01,SM2,149,149,145.76,"$51,053.36",2025-07-18,2025-07-21,2025-08-22,2025/08/21
SO0013793,CUST0027,PRD0028,WH02,SM1,259,259,"$1,289.10","$83,535.27",11/05/2025,2025-11-08,13-Nov-2025,2025/11/10
SO0013794,CUST0046,PRD0004,WH05,SM2,92,92,67.79,2931.12,2024-11-07,2024-11-10,2024-12-12,2024-12-10
SO0013795,CUST0167,PRD0070,WH03,SM1,62,62,300.79,27175.84,06/08/2025,2025-06-11,2025-06-16,2025-06-13
SO0013796,CUST0177,PRD0024,WH03,SM2,8,8,7.24,2822.96,2025-08-18,21-Aug-2025,2025-09-22,2025-09-20
SO0013797,CUST0053,PRD0080,WH04,SM1,174,147,738.57,74527.53,2025-03-29,2025-04-01,2025-04-06,2025/04/04
SO0013798,CUST0009,PRD0047,WH03,SM3,182,182,294.45,59133.62,2024-11-27,2024-11-29,2024-12-08,2024-12-07
SO0013799,CUST0092,PRD0019,WH05,SM1,250,250,999.88,137325.0,2025-07-17,18-Jul-2025,2025-07-23,2025-07-20
SO0013800,CUST0125,PRD0053,WH01,SM2,72,72,46.09,32305.68,2024-02-14,17-Feb-2024,2024/03/20,2024-03-19
SO0013801,CUST0140,PRD0019,WH04,SM4,285,285,$314.74,156550.5,2024-08-03,08/06/2024,2024-08-20,08/19/2024
SO0013802,CUST0014,PRD0011,WH05,SM2,142,130,84.86,17318.6,2025-09-23,2025-09-24,2025-10-26,2025-10-25
SO0013803,CUST0192,PRD0051,WH05,SM1,142,142,606.59,16686.42,07/22/2024,2024/07/25,2024-07-30,2024-07-27
SO0013804,CUST0068,PRD0047,WH04,SM4,203,203,171.74,,11/04/2025,,2025-11-20,2025/11/18
SO0013805,CUST0122,PRD0059,WH06,SM3,195,195,$318.92,"56,643.60",23-Feb-2025,2025-02-25,2025-03-06,2025-03-11
SO0013806,CUST0144,PRD0059,WH02,SM2,263,263,200.07,76396.24,,2024-09-21,2024-10-23,11/01/2024
SO0013807,CUST0176,PRD0031,WH03,SM1,128,128,412.72,,21-Jan-2025,23-Jan-2025,28-Jan-2025,2025-01-27
SO0013808,CUST0132,PRD0018,WH01,SM3,285,285,517.74,66761.25,2025-02-14,2025-02-15,24-Feb-2025,2025-03-07
SO0013809,CUST0124,PRD0041,WH01,SM3,97,80,$136.86,"19,019.20",2025-02-04,2025-02-07,2025-02-16,02/15/2025
SO0013810,CUST0138,PRD0026,WH06,SM2,211,211,148.44,113338.65,2025-07-02,2025-07-03,08/04/2025,08/03/2025
SO0013811,CUST0189,PRD0038,WH02,SM2,157,157,110.78,"$71,358.07",2024-04-14,2024-04-15,2024-05-17,2024-05-26
SO0013812,CUST0029,PRD0058,WH02,SM1,146,146,756.55,68903.24,2024/10/14,2024-10-15,2024-10-20,2024-10-17
SO0013813,CUST0101,PRD0053,WH06,SM3,124,124,223.2,55637.56,2025-06-19,2025-06-22,2025-07-01,2025-06-30
SO0013814,CUST0032,PRD0033,WH01,SM3,194,194,336.74,84611.16,,2024-04-26,05-May-2024,05/02/2024
SO0013815,CUST0099,PRD0035,WH03,SM1,127,127,580.78,30819.09,2024-03-27,2024-03-28,04/02/2024,2024-04-08
SO0013816,CUST0031,PRD0074,WH01,SM3,195,195,363.3,22592.7,2024-12-17,18-Dec-2024,27-Dec-2024,2024/12/24
SO0013817,CUST0104,PRD0031,WH03,SM4,224,224,215.16,21288.96,12/11/2024,2024-12-12,2024-12-26,2025-01-06
SO0013818,CUST0033,PRD0034,WH03,SM2,280,280,264.78,"$46,989.60",2024-04-01,2024-04-03,,2024-05-04
SO0013819,CUST0111,PRD0050,WH04,SM3,220,220,331.66,"$37,767.40",2025-04-23,04/25/2025,2025/05/04,2025/05/13
SO0013820,CUST0199,PRD0052,WH06,SM3,230,230,$395.36,84936.7,10/26/2024,2024-10-29,2024-11-07,11/18/2024
SO0013821,CUST0097,PRD0052,WH02,SM2,101,101,82.56,37298.29,2024-06-02,06/03/2024,2024-07-05,16-Jul-2024
SO0013822,CUST0011,PRD0056,WH04,SM2,26,21,14.16,3492.51,2024-09-10,2024/09/11,10/13/2024,2024-10-23
SO0013823,CUST0020,PRD0020,WH06,SM1,208,208,779.73,77544.48,2024-07-18,2024-07-21,07/26/2024,2024-07-24
SO0013824,CUST0094,PRD0015,WH05,SM2,191,191,197.97,"$69,226.04",02-Apr-2025,2025-04-03,05-May-2025,2025-05-03
SO0013825,CUST0116,PRD0013,WH04,SM2,172,172,168.53,"$38,517.68",2025-02-15,2025-02-16,2025-03-20,2025-03-18
SO0013826,CUST0023,PRD0011,WH04,SM1,31,,105.07,,02-Nov-2025,11/04/2025,2025-11-09,2025-11-08
SO0013827,CUST0102,PRD0030,WH02,SM4,93,93,97.88,8093.79,2024-08-28,2024-08-31,2024-09-14,20-Sep-2024
SO0013828,CUST0082,PRD0007,WH02,SM4,130,130,162.07,4531.8,2025-10-25,26-Oct-2025,2025-11-09,07-Nov-2025
SO0013829,CUST0112,PRD0062,WH01,SM3,24,24,45.19,7908.96,2024-11-27,2024-11-28,2024-12-07,2024-12-04
SO0013830,CUST0169,PRD0029,WH06,SM2,162,162,155.87,"18,516.60",2024-08-29,2024-08-31,2024-10-02,09/30/2024
SO0013831,CUST0183,PRD0009,WH06,SM1,90,90,$351.86,20463.3,2024-12-05,2024-12-08,2024-12-13,2024-12-10
SO0013832,CUST0147,PRD0050,WH04,SM1,228,228,855.13,39140.76,2025-11-15,2025-11-16,2025-11-21,2025-11-18
SO0013833,CUST0152,PRD0051,WH03,SM4,47,47,59.85,5522.97,2024-02-25,2024/02/27,12-Mar-2024,2024-03-10
SO0013834,CUST0175,PRD0049,WH04,SM1,172,149,$656.27,62760.29,2024-01-13,2024-01-14,2024-01-19,01/16/2024
SO0013835,CUST0054,PRD0035,WH06,SM4,65,65,$77.64,15773.55,2024-05-11,2024-05-14,2024-05-28,05/26/2024
SO0013836,CUST0193,PRD0008,WH01,SM2,51,51,37.83,28048.98,07/13/2025,2025-07-15,2025-08-16,23-Aug-2025
SO0013837,CUST0179,PRD0042,WH03,SM3,151,151,249.65,"$30,364.59",2024-06-16,2024-06-19,2024-06-28,2024-06-25
SO0013838,CUST0143,PRD0065,WH02,SM4,198,178,175.13,78795.26,2024-07-05,07/07/2024,2024-07-21,2024-07-18
SO0013839,CUST0141,PRD0015,WH01,SM3,203,203,274.38,73575.32,2024-02-10,2024/02/11,2024-02-20,2024-02-19
SO0013840,CUST0119,PRD0033,WH01,SM3,231,231,388.47,100748.34,2024-03-06,03/07/2024,16-Mar-2024,19-Mar-2024
SO0013841,CUST0106,PRD0066,WH01,SM3,103,103,142.88,35291.92,2025/06/26,2025/06/28,2025-07-07,2025-07-13
SO0013842,CUST0131,PRD0055,WH02,SM2,238,139,89.57,55080.14,2025-01-26,2025-01-28,2025-03-01,2025-02-28
SO0013843,CUST0077,PRD0050,WH04,SM4,294,294,285.19,"$50,470.98",2024-06-23,2024-06-25,2024-07-09,2024-07-06
SO0013844,CUST0149,PRD0055,WH02,SM3,18,18,32.48,7132.68,2024-12-30,2025-01-01,2025-01-10,2025-01-08
SO0013845,CUST0181,PRD0071,WH04,SM1,222,222,779.95,117247.08,08-Jun-2024,06/10/2024,15-Jun-2024,13-Jun-2024
SO0013846,CUST0127,PRD0071,WH04,SM2,51,51,$42.30,26935.14,2025-10-08,10/09/2025,2025-11-10,2025-11-15
SO0013847,CUST0001,PRD0077,WH03,SM3,24,24,32.84,,04/10/2024,2024-04-13,2024-04-22,20-Apr-2024
SO0013848,CUST0001,PRD0040,WH06,SM4,70,70,86.33,25666.2,2025-07-03,2025-07-04,2025/07/18,2025-07-17
SO0013849,CUST0141,PRD0033,WH06,SM3,22,22,41.19,9595.08,2024-11-29,2024-12-02,2024/12/11,2024-12-10
SO0013850,CUST0179,PRD0053,WH01,SM1,51,51,187.16,22883.19,2025-05-22,2025-05-24,2025-05-29,2025-05-26
SO0013851,CUST0029,PRD0011,WH06,SM4,83,83,101.62,11057.26,2024-03-07,2024-03-08,2024-03-22,20-Mar-2024
SO0013852,CUST0017,PRD0022,WH06,SM1,194,194,$718.92,"97,279.36",2024/04/03,2024-04-06,2024-04-11,2024-04-08
SO0013853,CUST0021,PRD0013,WH06,SM3,243,243,394.32,54417.42,2025-07-05,07/07/2025,2025-07-16,2025-07-13
SO0013854,CUST0069,PRD0031,WH01,SM3,216,216,313.48,20528.64,2025-06-18,06/19/2025,2025-06-28,2025-06-27
SO0013855,CUST0191,PRD0065,WH05,SM3,266,266,331.05,117750.22,09/12/2025,2025-09-15,2025-09-24,2025-09-21
SO0013856,CUST0022,PRD0058,WH01,SM4,281,281,271.82,132615.14,2025-04-10,11-Apr-2025,04/25/2025,2025-04-24
SO0013857,CUST0108,PRD0065,WH02,SM4,112,112,94.82,49579.04,19-May-2025,2025-05-21,2025/06/04,01-Jun-2025
SO0013858,CUST0155,PRD0030,WH06,SM4,162,143,169.04,12445.29,2024-12-06,2024-12-07,2024-12-21,2024-12-19
SO0013859,CUST0057,PRD0053,WH01,SM2,256,256,240.35,114864.64,2024-01-10,,2024-02-14,2024-02-20
SO0013860,CUST0200,PRD0067,WH02,SM1,16,12,40.61,1613.64,2024-05-26,2024-05-27,01-Jun-2024,31-May-2024
SO0013861,CUST0100,PRD0027,WH02,SM2,219,179,172.27,95525.14,2024-02-08,2024-02-09,2024-03-12,2024-03-17
SO0013862,CUST0104,PRD0070,WH03,SM1,161,161,632.2,70569.52,2024-11-21,2024-11-23,2024-11-28,26-Nov-2024
SO0013863,CUST0199,PRD0037,WH01,SM4,278,278,337.43,189634.92,2024-04-17,2024-04-20,2024-05-04,2024-05-01
SO0013864,CUST0031,PRD0029,WH02,SM4,35,35,42.0,4000.5,2024-12-07,2024-12-09,2024-12-23,2024-12-21
SO0013865,CUST0156,PRD0048,WH01,SM2,206,206,203.47,103379.04,2024-11-26,11/27/2024,2024-12-29,2024-12-28
SO0013866,CUST0116,PRD0050,WH04,SM3,39,39,72.24,6695.13,2025-10-13,2025-10-14,2025-10-23,2025-10-22
SO0013867,CUST0071,PRD0038,WH02,SM3,95,66,89.69,29997.66,2024-09-15,16-Sep-2024,2024-09-25,2024-09-24
SO0013868,CUST0125,PRD0038,WH04,SM2,55,55,42.12,"$24,998.05",2025-03-08,2025-03-10,2025-04-11,08-Apr-2025
SO0013869,CUST0141,PRD0065,WH06,SM4,179,179,$175.80,79237.93,2025-05-04,2025-05-05,05/19/2025,2025/05/17
SO0013870,CUST0030,PRD0027,WH02,SM4,33,33,29.21,17610.78,2025-09-21,2025/09/23,2025-10-07,2025-10-05
SO0013871,CUST0073,PRD0006,WH01,SM3,198,198,356.25,58457.52,2024-01-14,2024-01-17,2024-01-26,02/05/2024
SO0013872,CUST0056,PRD0013,WH04,SM4,67,67,66.4,15003.98,2025/04/19,2025-04-22,2025-05-06,2025-05-10
SO0013873,CUST0143,PRD0018,WH04,SM1,38,38,153.86,8901.5,2025/10/22,2025-10-25,2025-10-30,2025/10/29
SO0013874,CUST0073,PRD0074,WH02,SM3,13,10,12.68,1158.6,2025-04-29,2025-05-01,10-May-2025,2025-05-09
SO0013875,CUST0025,PRD0025,WH02,SM4,166,166,190.11,41636.12,2024-12-10,12/13/2024,2024-12-27,12/26/2024
SO0013876,CUST0130,PRD0055,WH05,SM3,150,150,273.99,59439.0,19-Nov-2024,22-Nov-2024,12/01/2024,2024-11-30
SO0013877,CUST0131,PRD0037,WH01,SM4,219,219,224.7,149388.66,2025-09-27,2025-09-30,14-Oct-2025,2025-10-12
SO0013878,CUST0163,PRD0047,WH04,SM1,248,248,1186.36,,2024-05-24,2024-05-26,2024-05-31,2024-05-30
SO0013879,CUST0040,PRD0041,WH01,SM3,11,11,16.2,2615.14,06/21/2024,06/24/2024,2024-07-03,2024-06-30
SO0013880,CUST0120,PRD0044,WH05,SM3,19,17,20.61,6630.68,05/03/2024,2024-05-04,2024-05-13,2024-05-18
SO0013881,CUST0068,PRD0057,WH04,SM2,231,231,163.01,27204.87,04/22/2025,2025-04-23,2025-05-25,
SO0013882,CUST0168,PRD0069,WH06,SM4,93,93,96.16,3882.75,2024-04-05,04/07/2024,21-Apr-2024,19-Apr-2024
SO0013883,CUST0198,PRD0080,WH04,SM4,204,204,220.62,103425.96,2024-01-26,2024-01-27,10-Feb-2024,09-Feb-2024
SO0013884,CUST0195,PRD0051,WH05,SM4,214,214,258.93,25147.14,2025-01-05,2025-01-08,2025/01/22,21-Jan-2025
SO0013885,CUST0022,PRD0031,WH03,SM4,34,34,29.33,3231.36,2025-10-05,06-Oct-2025,10/20/2025,2025-10-17
SO0013886,CUST0154,PRD0010,WH01,SM4,170,170,136.83,12483.1,2024-09-14,17-Sep-2024,2024-10-01,09/30/2024
SO0013887,CUST0005,PRD0033,WH06,SM2,51,51,51.37,"$22,243.14",2024-11-21,2024-11-23,2024-12-25,2024-12-22
SO0013888,CUST0135,PRD0014,WH06,SM3,174,174,229.54,,10/07/2025,2025-10-10,2025-10-19,2025/10/16
SO0013889,CUST0192,PRD0030,WH06,SM4,55,55,$65.03,4786.65,2025-09-04,2025-09-05,2025-09-19,2025-09-16
SO0013890,CUST0127,PRD0028,WH02,SM2,120,120,102.12,38703.6,2024-12-10,2024/12/13,2025-01-14,2025-01-24
SO0013891,CUST0142,PRD0010,WH01,SM2,193,193,181.74,14171.99,2024-11-09,2024-11-10,2024-12-12,2024-12-10
SO0013892,CUST0006,PRD0074,WH02,SM1,186,180,880.61,20854.8,2024-01-31,2024-02-02,2024-02-07,2024-02-13
SO0013893,CUST0119,PRD0053,WH01,SM4,22,22,22.81,9871.18,2025-03-02,2025-03-04,03/18/2025,2025-03-17
SO0013894,CUST0176,PRD0077,WH04,SM2,289,289,238.19,42263.36,2024-04-02,2024/04/03,2024-05-05,2024-05-02
SO0013895,CUST0051,PRD0028,WH04,SM4,78,78,$72.25,25157.34,28-Mar-2025,2025-03-29,2025-04-12,2025/04/09
SO0013896,CUST0192,PRD0007,WH04,SM1,146,146,533.77,"5,089.56",2024-09-18,2024/09/20,2024-09-25,2024-09-22
SO0013897,CUST0197,PRD0076,WH03,SM1,241,241,957.44,146089.38,07/22/2025,2025-07-23,2025/07/28,25-Jul-2025
SO0013898,CUST0154,PRD0039,WH03,SM3,122,122,181.74,45891.52,2025-11-11,2025-11-12,2025-11-21,18-Nov-2025
SO0013899,CUST0040,PRD0008,WH03,SM3,125,111,154.96,61047.78,2024-07-26,2024-07-27,2024-08-05,03-Aug-2024
SO0013900,CUST0005,PRD0075,WH06,SM1,122,,440.67,38665.46,2024-08-04,2024-08-05,2024-08-10,2024-08-07
SO0013901,CUST0121,PRD0065,WH02,SM4,287,199,238.34,88091.33,11-Jun-2025,2025-06-12,2025-06-26,2025-06-28
SO0013902,CUST0124,PRD0051,WH05,SM4,263,263,282.14,30905.13,2025-02-12,2025/02/15,2025-03-01,2025/02/26
SO0013903,CUST0064,PRD0016,WH02,SM4,293,293,252.87,94823.59,2024-11-18,11/21/2024,12/05/2024,12/03/2024
SO0013904,CUST0071,PRD0056,WH04,SM1,110,110,426.52,18294.1,05-Dec-2024,2024-12-08,2024-12-13,2024-12-10
SO0013905,CUST0163,PRD0063,WH05,SM2,222,222,218.45,57700.02,2024-12-22,2024-12-23,24-Jan-2025,2025-01-21
SO0013906,CUST0197,PRD0020,WH01,SM1,194,194,797.91,72325.14,2024/12/01,2024-12-03,2024/12/08,12/05/2024
SO0013907,CUST0181,PRD0054,WH06,SM1,112,112,402.16,"$7,450.24",2024/12/03,12/05/2024,12/10/2024,2024-12-07
SO0013908,CUST0056,PRD0013,WH06,SM2,279,279,260.55,"62,479.26",2025-07-23,2025-07-25,2025/08/26,04-Sep-2025
SO0013909,CUST0031,PRD0074,WH01,SM1,73,73,357.03,8457.78,07-Feb-2024,2024-02-10,15-Feb-2024,2024-02-12
SO0013910,CUST0055,PRD0007,WH04,SM2,75,75,73.49,2614.5,2024-12-24,2024-12-27,2025-01-28,2025-01-27
SO0013911,CUST0071,PRD0067,WH04,SM2,212,212,158.6,28507.64,2024-05-23,05/24/2024,2024-06-25,2024-06-27
SO0013912,CUST0149,PRD0012,WH04,SM3,181,181,296.19,22498.3,2024-12-21,2024-12-24,2025-01-02,
SO0013913,CUST0015,PRD0043,WH04,SM1,186,186,714.93,130380.42,2025-06-06,2025-06-09,2025-06-14,06/19/2025
SO0013914,CUST0052,PRD0066,WH06,SM1,125,125,611.63,42830.0,06/04/2024,2024-06-06,2024-06-11,2024/06/10
SO0013915,CUST0006,PRD0013,WH06,SM3,158,158,214.88,35382.52,12/13/2024,2024-12-14,2024-12-23,2024-12-21
SO0013916,CUST0095,PRD0025,WH01,SM4,189,189,208.61,47404.98,2024-07-09,2024-07-11,2024/07/25,2024-07-24
SO0013917,CUST0099,PRD0080,WH04,SM4,40,40,51.22,20279.6,2025-04-19,2025-04-20,2025-05-04,01-May-2025
SO0013918,CUST0135,PRD0062,WH01,SM3,22,22,26.8,7249.88,12/03/2024,12/04/2024,2024-12-13,2024-12-21
SO0013919,CUST0129,PRD0045,WH02,SM3,37,37,63.58,13242.67,2024/06/28,06/29/2024,2024-07-08,2024-07-12
SO0013920,CUST0123,PRD0035,WH03,SM1,84,84,335.21,20384.28,2024-01-31,2024-02-03,2024-02-08,2024-02-16
SO0013921,CUST0023,PRD0008,WH04,SM2,247,247,179.69,"135,845.06",2025-11-19,2025-11-21,2025/12/23,2025-12-22
SO0013922,CUST0170,PRD0002,WH04,SM1,266,266,1140.35,103106.92,11/28/2024,,2024-12-05,2024-12-04
SO0013923,CUST0093,PRD0040,WH01,SM1,77,77,269.83,28232.82,2025-01-14,16-Jan-2025,2025-01-21,2025-01-19
SO0013924,CUST0019,PRD0063,WH05,SM3,92,92,136.72,"$23,911.72",2025-10-04,2025-10-06,2025-10-15,2025-10-13
SO0013925,CUST0112,PRD0022,WH04,SM3,99,86,150.12,43123.84,2024-03-11,03/13/2024,2024-03-22,19-Mar-2024
SO0013926,CUST0179,PRD0048,WH04,SM3,,102,198.26,51187.68,2025-03-01,2025-03-04,2025-03-13,2025-03-11
SO0013927,CUST0171,PRD0051,WH03,SM2,95,95,81.01,"11,163.45",2024-02-04,2024-02-07,2024-03-10,2024-03-09
SO0013928,CUST0061,PRD0011,WH04,SM3,110,110,189.15,14654.2,15-Jul-2025,2025/07/16,2025-07-25,2025-08-04
SO0013929,CUST0015,PRD0027,WH06,SM4,87,87,83.5,46428.42,2024-10-12,2024-10-14,,2024-10-25
SO0013930,CUST0124,PRD0010,WH02,SM1,237,237,1093.47,17402.91,2025-04-22,04/23/2025,2025-04-28,2025-05-06
SO0013931,CUST0023,PRD0058,WH03,SM1,297,297,"$1,225.46",140166.18,2025-11-06,11/08/2025,2025/11/13,2025-11-11
SO0013932,CUST0162,PRD0018,WH04,SM1,237,237,813.24,55517.25,2024-03-02,04-Mar-2024,2024-03-09,2024-03-08
SO0013933,CUST0072,PRD0050,WH04,SM2,286,286,183.38,49097.62,03-Mar-2024,2024-03-06,2024/04/07,2024-04-06
SO0013934,CUST0049,PRD0038,WH02,SM2,259,169,144.43,"76,812.19",2025-02-24,2025/02/25,2025-03-29,2025-03-28
SO0013935,CUST0013,PRD0025,WH02,SM4,155,155,128.25,38877.1,08-Apr-2024,2024-04-11,2024-04-25,2024-04-23
SO0013936,CUST0188,PRD0002,WH04,SM1,163,163,837.04,63182.06,16-Jul-2025,2025-07-19,2025-07-24,2025-07-23
SO0013937,CUST0090,PRD0008,WH03,SM4,260,260,304.54,142994.8,2025/10/30,11/01/2025,2025-11-15,2025-11-12
SO0013938,CUST0009,PRD0067,WH04,SM1,20,20,77.56,2689.4,2025/03/06,2025/03/07,2025-03-12,10-Mar-2025
SO0013939,CUST0185,PRD0029,WH02,SM4,270,270,343.96,30861.0,2024-09-20,2024-09-21,05-Oct-2024,2024-10-15
SO0013940,CUST0011,PRD0066,WH06,SM3,75,75,97.43,"25,698.00",2025-10-07,10-Oct-2025,2025-10-19,18-Oct-2025
SO0013941,CUST0145,PRD0025,WH01,SM3,269,269,387.81,67470.58,2024-08-11,12-Aug-2024,2024-08-21,2024-08-27
SO0013942,CUST0067,PRD0063,WH05,SM1,217,217,929.07,"$56,400.47",2025-09-05,2025-09-07,09/12/2025,2025-09-23
SO0013943,CUST0181,PRD0001,WH01,SM4,58,58,71.23,27924.1,09-Dec-2024,2024-12-11,2024-12-25,2024-12-22
SO0013944,CUST0192,PRD0071,WH04,SM1,269,269,1321.61,142069.66,2025-07-07,2025-07-09,2025-07-14,2025-07-11
SO0013945,CUST0191,PRD0040,WH04,SM4,79,64,82.11,"$23,466.24",2025-04-25,2025-04-26,2025/05/10,19-May-2025
SO0013946,CUST0041,PRD0015,WH01,SM2,7,7,4.66,2537.08,2025-01-28,,2025-03-02,28-Feb-2025
SO0013947,CUST0074,PRD0050,WH03,SM2,281,281,$193.18,48239.27,12/23/2024,2024-12-25,2025-01-26,2025-01-25
SO0013948,CUST0025,PRD0063,WH04,SM1,77,77,307.46,20013.07,07/25/2025,,2025-08-01,2025-07-30
SO0013949,CUST0076,PRD0067,WH02,SM1,97,52,247.97,6992.44,2024-05-14,2024-05-17,2024-05-22,2024/05/31
SO0013950,CUST0079,PRD0055,WH05,SM4,45,38,46.89,15057.88,2025-11-20,2025-11-21,2025-12-05,2025-12-03
SO0013951,CUST0050,PRD0023,WH03,SM4,70,70,88.60,6024.9,2025-04-29,04/30/2025,2025-05-14,2025-05-13
SO0013952,CUST0200,PRD0026,WH04,SM2,65,65,57.0,34914.75,2025-09-29,2025-09-30,2025-11-01,2025-11-06
SO0013953,CUST0180,PRD0067,WH04,SM4,125,125,120.32,16808.75,2025-04-20,,2025-05-06,2025-05-12
SO0013954,CUST0099,PRD0078,WH05,SM3,287,287,450.38,119354.69,2024-12-06,2024/12/09,2024/12/18,
SO0013955,CUST0147,PRD0062,WH01,SM4,77,77,82.32,25374.58,2025-07-06,07-Jul-2025,07/21/2025,2025-07-27
SO0013956,CUST0183,PRD0039,WH04,SM3,86,86,148.35,32349.76,2024-11-02,03-Nov-2024,11/12/2024,2024-11-11
SO0013957,CUST0003,PRD0024,WH05,SM3,128,128,236.52,"$45,167.36",2024-04-29,2024/05/01,10-May-2024,2024-05-08
SO0013958,CUST0098,PRD0072,WH03,SM1,212,212,876.06,23903.0,2024-07-05,2024-07-06,2024-07-11,2024-07-08
SO0013959,CUST0056,PRD0024,WH06,SM4,117,117,126.33,41285.79,2024-03-16,2024-03-17,2024/03/31,29-Mar-2024
SO0013960,CUST0030,PRD0033,WH01,SM2,181,181,151.17,78941.34,2025-06-13,2025-06-15,2025-07-17,2025-07-24
SO0013961,CUST0018,PRD0061,WH05,SM2,178,178,143.18,,2024-11-27,2024-11-29,31-Dec-2024,12/28/2024
SO0013962,CUST0161,PRD0026,WH04,SM2,93,93,63.25,49954.95,,2024-08-02,2024-09-03,09/02/2024
