PO_ID,SUPPLIER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,ORDER_DATE_KEY,PROMISED_DATE_KEY,RECEIVED_DATE_KEY,ORDER_QTY,RECEIVED_QTY,UNIT_COST,PO_AMOUNT
PO003223,SUP018,PRD0016,WH05,20240307,20240417,20240414,540,487,234.54,126651.6
PO003224,SUP020,PRD0038,WH04,20240610,20240720,20240802,994,994,258.78,257227.32
PO003225,SUP006,PRD0070,WH03,20241023,20241125,20241123,690,690,340.52,234958.8
PO003226,SUP024,PRD0018,WH03,20240412,20240424,20240423,309,309,162.04,50070.36
PO003227,SUP006,PRD0004,WH05,20250123,20250225,20250224,1392,1392,19.78,27533.76
PO003228,SUP020,PRD0056,WH02,20240106,20240215,20240212,839,839,111.86,93850.54
PO003229,SUP006,PRD0070,WH06,20240318,20240420,20240419,761,761,340.52,259135.72
PO003230,SUP020,PRD0078,WH02,20240202,20240313,20240328,1053,909,256.38,269968.14
PO003231,SUP022,PRD0037,WH03,20240719,20240728,20240727,1088,1088,361.55,393366.4
PO003232,SUP020,PRD0059,WH03,20250602,20250712,20250710,1035,1035,194.35,201152.25
PO003233,SUP024,PRD0022,WH06,20240430,20240512,20240510,605,605,322.72,195245.6
PO003234,SUP006,PRD0034,WH02,20251102,20251205,20251203,1091,1091,103.51,112929.41
PO003235,SUP010,PRD0040,WH02,20240702,20240722,20240720,530,425,257.63,136543.9
PO003236,SUP008,PRD0065,WH05,20240131,20240211,20240209,701,701,335.57,235234.57
PO003237,SUP017,PRD0080,WH01,20240816,20240825,20240823,753,753,376.53,283527.09
PO003238,SUP001,PRD0020,WH06,20250523,20250604,20250602,1467,1467,224.3,329048.1
PO003239,SUP016,PRD0025,WH02,20240313,20240401,20240329,1227,1227,167.97,206099.19
PO003240,SUP002,PRD0076,WH05,20240218,20240308,20240306,348,348,354.24,123275.52
PO003241,SUP008,PRD0029,WH05,20250731,20250811,20250808,932,932,61.83,57625.56
PO003242,SUP024,PRD0079,WH03,20250206,20250218,20250218,451,451,124.03,55937.53
PO003243,SUP013,PRD0014,WH04,20240821,20240902,20240901,111,111,61.84,6864.24
PO003244,SUP021,PRD0036,WH01,20250529,20250618,20250708,557,557,25.52,14214.64
PO003245,SUP006,PRD0004,WH06,20250728,20250830,20250910,1235,1235,19.78,24428.3
PO003246,SUP002,PRD0031,WH03,20240901,20240920,20240920,638,638,73.98,47199.24
PO003247,SUP004,PRD0047,WH02,20250116,20250131,20250128,169,169,247.68,41857.92
PO003248,SUP019,PRD0003,WH03,20240108,20240212,20240225,426,426,308.62,131472.12
PO003249,SUP004,PRD0015,WH02,20240727,20240811,20240811,1222,1222,272.68,333214.96
PO003250,SUP021,PRD0005,WH03,20250208,20250228,20250228,327,327,324.26,106033.02
PO003251,SUP006,PRD0034,WH05,20240514,20240616,20240616,1000,731,103.51,103510.0
PO003252,SUP013,PRD0014,WH02,20251105,20251117,20251115,1175,1175,61.84,72662.0
PO003253,SUP003,PRD0054,WH03,20251022,20251126,20251124,55,55,39.65,2180.75
PO003254,SUP024,PRD0079,WH02,20240624,20240706,20240704,223,223,124.03,27658.69
PO003255,SUP006,PRD0034,WH04,20240926,20241029,20241027,911,911,103.51,94297.61
PO003256,SUP018,PRD0017,WH03,20240508,20240618,20240629,806,806,296.9,239301.4
PO003257,SUP018,PRD0032,WH03,20241208,20250118,20250127,375,305,160.48,60180.0
PO003258,SUP017,PRD0066,WH01,20240325,20240403,20240401,1030,1030,261.8,269654.0
PO003259,SUP025,PRD0075,WH06,20240922,20241002,20241001,251,251,246.56,61886.56
PO003260,SUP018,PRD0017,WH02,20250112,20250222,20250306,922,922,296.9,273741.8
PO003261,SUP024,PRD0050,WH06,20250220,20250304,20250303,1216,1216,105.09,127789.44
PO003262,SUP008,PRD0006,WH01,20250209,20250220,20250217,362,362,208.45,75458.9
PO003263,SUP012,PRD0063,WH03,20240530,20240609,20240607,743,743,179.71,133524.53
PO003264,SUP008,PRD0030,WH06,20250622,20250703,20250703,1130,1130,65.68,74218.4
PO003265,SUP006,PRD0004,WH01,20250415,20250518,20250518,351,281,19.78,6942.78
PO003266,SUP025,PRD0075,WH03,20250527,20250606,20250604,953,953,246.56,234971.68
PO003267,SUP008,PRD0029,WH04,20241114,20241125,20241201,73,73,61.83,4513.59
PO003268,SUP018,PRD0016,WH04,20250829,20251009,20251007,1045,760,234.54,245094.3
PO003269,SUP013,PRD0014,WH06,20240922,20241004,20241002,1048,1048,61.84,64808.32
PO003270,SUP005,PRD0007,WH05,20250701,20250713,20250712,1408,1183,22.74,32017.92
PO003271,SUP008,PRD0029,WH04,20240518,20240529,20240526,891,891,61.83,55090.53
PO003272,SUP021,PRD0045,WH04,20240617,20240707,20240731,936,936,215.43,201642.48
PO003273,SUP005,PRD0068,WH06,20241224,20250105,20250104,289,218,364.7,105398.3
PO003274,SUP017,PRD0080,WH01,20250112,20250121,20250120,1249,1249,376.53,470285.97
PO003275,SUP018,PRD0016,WH03,20250522,20250702,20250630,671,671,234.54,157376.34
PO003276,SUP018,PRD0017,WH01,20240721,20240831,20240912,970,916,296.9,287993.0
PO003277,SUP017,PRD0066,WH06,20250816,20250825,20250823,495,495,261.8,129591.0
PO003278,SUP016,PRD0061,WH04,20240812,20240831,20240830,609,609,53.16,32374.44
PO003279,SUP005,PRD0007,WH03,20241229,20250110,20250107,753,753,22.74,17123.22
PO003280,SUP017,PRD0026,WH01,20250925,20251004,20251002,655,655,347.66,227717.3
PO003281,SUP018,PRD0032,WH05,20250101,20250211,20250220,791,604,160.48,126939.68
PO003282,SUP018,PRD0060,WH06,20250408,20250519,20250518,1093,1093,380.72,416126.96
PO003283,SUP010,PRD0042,WH04,20250909,20250929,20250928,702,702,134.36,94320.72
PO003284,SUP024,PRD0079,WH05,20251024,20251105,20251102,1316,1316,124.03,163223.48
PO003285,SUP005,PRD0068,WH04,20241205,20241217,20241217,469,469,364.7,171044.3
PO003286,SUP006,PRD0024,WH01,20241010,20241112,20241128,526,381,214.65,112905.9
PO003287,SUP003,PRD0048,WH04,20240513,20240617,20240626,855,855,374.7,320368.5
PO003288,SUP005,PRD0013,WH05,20241231,20250112,20250109,220,220,127.58,28067.6
PO003289,SUP019,PRD0003,WH04,20250916,20251021,20251030,508,508,308.62,156778.96
PO003290,SUP020,PRD0059,WH06,20241127,20250106,20250104,787,599,194.35,152953.45
PO003291,SUP019,PRD0046,WH03,20240824,20240928,20241010,1083,949,84.95,92000.85
PO003292,SUP012,PRD0052,WH02,20240313,20240323,20240322,180,180,211.44,38059.2
PO003293,SUP020,PRD0059,WH01,20240922,20241101,20241029,632,632,194.35,122829.2
PO003294,SUP006,PRD0024,WH02,20240609,20240712,20240721,95,89,214.65,20391.75
PO003295,SUP013,PRD0014,WH01,20251026,20251107,20251104,526,526,61.84,32527.84
PO003296,SUP013,PRD0014,WH02,20241224,20250105,20250104,1015,1015,61.84,62767.6
PO003297,SUP019,PRD0074,WH05,20240403,20240508,20240527,1127,1127,81.25,91568.75
PO003298,SUP021,PRD0005,WH05,20240215,20240306,20240306,231,181,324.26,74904.06
PO003299,SUP018,PRD0017,WH05,20250801,20250911,20250918,537,537,296.9,159435.3
PO003300,SUP020,PRD0064,WH05,20250925,20251104,20251123,1265,1265,48.68,61580.2
PO003301,SUP002,PRD0031,WH02,20250602,20250621,20250619,1144,1144,73.98,84633.12
PO003302,SUP020,PRD0059,WH05,20240325,20240504,20240501,59,59,194.35,11466.65
PO003303,SUP008,PRD0065,WH04,20240307,20240318,20240318,438,438,335.57,146979.66
PO003304,SUP013,PRD0053,WH03,20240514,20240526,20240524,936,936,241.84,226362.24
PO003305,SUP008,PRD0065,WH05,20250525,20250605,20250604,790,790,335.57,265100.3
PO003306,SUP002,PRD0076,WH01,20250604,20250623,20250705,535,535,354.24,189518.4
PO003307,SUP018,PRD0032,WH05,20250723,20250902,20250902,1493,1493,160.48,239596.64
PO003308,SUP022,PRD0033,WH02,20240306,20240315,20240314,110,110,341.2,37532.0
PO003309,SUP005,PRD0013,WH01,20240414,20240426,20240424,500,500,127.58,63790.0
PO003310,SUP008,PRD0065,WH02,20250904,20250915,20250913,153,153,335.57,51342.21
PO003311,SUP005,PRD0013,WH02,20250923,20251005,20251004,579,579,127.58,73868.82
PO003312,SUP020,PRD0038,WH02,20250508,20250617,20250617,1013,1013,258.78,262144.14
PO003313,SUP012,PRD0041,WH01,20240313,20240323,20240322,1087,1036,169.67,184431.29
PO003314,SUP006,PRD0070,WH04,20240216,20240320,20240403,643,546,340.52,218954.36
PO003315,SUP012,PRD0063,WH02,20240207,20240217,20240215,900,900,179.71,161739.0
PO003316,SUP006,PRD0024,WH05,20250415,20250518,20250517,1232,1232,214.65,264448.8
PO003317,SUP010,PRD0058,WH04,20250729,20250818,20250815,530,530,293.23,155411.9
PO003318,SUP002,PRD0072,WH02,20250305,20250324,20250323,1217,1217,84.7,103079.9
PO003319,SUP002,PRD0035,WH05,20240627,20240716,20240713,98,89,152.58,14952.84
PO003320,SUP020,PRD0056,WH05,20250529,20250708,20250713,894,669,111.86,100002.84
PO003321,SUP010,PRD0058,WH01,20240210,20240301,20240229,476,476,293.23,139577.48
PO003322,SUP008,PRD0030,WH03,20250717,20250728,20250728,1345,1345,65.68,88339.6
PO003323,SUP019,PRD0003,WH02,20250829,20251003,20251020,1184,902,308.62,365406.08
PO003324,SUP019,PRD0074,WH06,20250503,20250607,20250606,1243,1243,81.25,100993.75
PO003325,SUP004,PRD0015,WH03,20250820,20250904,20250901,886,886,272.68,241594.48
PO003326,SUP001,PRD0023,WH04,20250202,20250214,20250214,574,574,48.11,27615.14
PO003327,SUP006,PRD0070,WH02,20241114,20241217,20241226,918,918,340.52,312597.36
PO003328,SUP024,PRD0071,WH06,20240807,20240819,20240816,455,455,309.98,141040.9
PO003329,SUP018,PRD0032,WH06,20250918,20251029,20251026,958,958,160.48,153739.84
PO003330,SUP009,PRD0044,WH05,20250419,20250430,20250430,1408,1408,216.5,304832.0
PO003331,SUP024,PRD0079,WH01,20240509,20240521,20240520,1360,1360,124.03,168680.8
PO003332,SUP019,PRD0073,WH01,20251012,20251116,20251210,778,778,253.85,197495.3
PO003333,SUP024,PRD0079,WH02,20240210,20240222,20240219,1018,1018,124.03,126262.54
PO003334,SUP012,PRD0041,WH03,20250203,20250213,20250212,453,453,169.67,76860.51
PO003335,SUP012,PRD0052,WH03,20240509,20240519,20240517,856,856,211.44,180992.64
PO003336,SUP002,PRD0072,WH06,20250327,20250415,20250413,200,200,84.7,16940.0
PO003337,SUP010,PRD0010,WH04,20241007,20241027,20241025,1341,1341,42.31,56737.71
PO003338,SUP021,PRD0036,WH03,20241024,20241113,20241110,109,109,25.52,2781.68
PO003339,SUP008,PRD0043,WH04,20250401,20250412,20250410,776,776,379.8,294724.8
PO003340,SUP013,PRD0014,WH02,20250529,20250610,20250607,1410,1410,61.84,87194.4
PO003341,SUP018,PRD0032,WH05,20240915,20241026,20241105,188,167,160.48,30170.24
PO003342,SUP017,PRD0080,WH02,20251109,20251118,20251115,1010,1010,376.53,380295.3
PO003343,SUP023,PRD0008,WH01,20241204,20241215,20241215,1387,1387,300.7,417070.9
PO003344,SUP020,PRD0038,WH01,20240419,20240529,20240526,1052,1052,258.78,272236.56
PO003345,SUP018,PRD0032,WH01,20240105,20240215,20240301,91,91,160.48,14603.68
PO003346,SUP024,PRD0022,WH06,20240517,20240529,20240527,1372,1372,322.72,442771.84
PO003347,SUP019,PRD0046,WH03,20250414,20250519,20250517,569,569,84.95,48336.55
PO003348,SUP005,PRD0013,WH06,20250101,20250113,20250110,81,81,127.58,10333.98
PO003349,SUP021,PRD0001,WH04,20240817,20240906,20240904,480,480,358.98,172310.4
PO003350,SUP024,PRD0018,WH02,20241123,20241205,20241204,75,75,162.04,12153.0
PO003351,SUP021,PRD0001,WH02,20250723,20250812,20250809,814,814,358.98,292209.72
PO003352,SUP008,PRD0006,WH06,20250123,20250203,20250131,1311,1311,208.45,273277.95
PO003353,SUP024,PRD0071,WH03,20240209,20240221,20240221,840,840,309.98,260383.2
PO003354,SUP024,PRD0018,WH03,20240203,20240215,20240215,446,446,162.04,72269.84
PO003355,SUP003,PRD0054,WH02,20241123,20241228,20250114,1435,1435,39.65,56897.75
PO003356,SUP004,PRD0057,WH01,20241001,20241016,20241015,277,277,63.37,17553.49
PO003357,SUP024,PRD0050,WH01,20250801,20250813,20250828,1290,1290,105.09,135566.1
PO003358,SUP004,PRD0047,WH06,20250131,20250215,20250213,1490,1490,247.68,369043.2
PO003359,SUP010,PRD0058,WH06,20250529,20250618,20250618,562,449,293.23,164795.26
PO003360,SUP019,PRD0003,WH02,20250201,20250308,20250305,265,265,308.62,81784.3
PO003361,SUP002,PRD0031,WH03,20240822,20240910,20240910,1229,1229,73.98,90921.42
PO003362,SUP001,PRD0062,WH06,20250322,20250403,20250401,1146,1146,184.46,211391.16
PO003363,SUP001,PRD0023,WH06,20250226,20250310,20250309,878,878,48.11,42240.58
PO003364,SUP006,PRD0070,WH05,20250504,20250606,20250603,940,727,340.52,320088.8
PO003365,SUP002,PRD0028,WH04,20240508,20240527,20240524,809,809,239.8,193998.2
PO003366,SUP020,PRD0055,WH04,20250312,20250421,20250421,634,517,270.14,171268.76
PO003367,SUP017,PRD0066,WH06,20240713,20240722,20240721,1216,1216,261.8,318348.8
PO003368,SUP005,PRD0007,WH02,20250621,20250703,20250630,149,149,22.74,3388.26
PO003369,SUP006,PRD0027,WH01,20250626,20250729,20250726,1044,1044,299.68,312865.92
PO003370,SUP002,PRD0076,WH03,20250228,20250319,20250316,487,487,354.24,172514.88
PO003371,SUP014,PRD0039,WH06,20251005,20251029,20251026,1432,1432,208.12,298027.84
PO003372,SUP010,PRD0010,WH02,20241231,20250120,20250117,980,980,42.31,41463.8
PO003373,SUP018,PRD0060,WH05,20240118,20240228,20240227,857,655,380.72,326277.04
PO003374,SUP008,PRD0043,WH05,20250216,20250227,20250224,253,253,379.8,96089.4
PO003375,SUP017,PRD0080,WH06,20250612,20250621,20250618,233,233,376.53,87731.49
PO003376,SUP012,PRD0052,WH05,20240309,20240319,20240317,214,214,211.44,45248.16
PO003377,SUP006,PRD0034,WH01,20240312,20240414,20240503,833,833,103.51,86223.83
PO003378,SUP017,PRD0026,WH04,20240704,20240713,20240710,152,152,347.66,52844.32
PO003379,SUP018,PRD0060,WH03,20250728,20250907,20250904,951,951,380.72,362064.72
PO003380,SUP019,PRD0073,WH04,20241224,20250128,20250128,1086,1086,253.85,275681.1
PO003381,SUP024,PRD0050,WH01,20251025,20251106,20251104,1186,1186,105.09,124636.74
PO003382,SUP003,PRD0054,WH04,20250816,20250920,20251001,216,175,39.65,8564.4
PO003383,SUP016,PRD0025,WH05,20250112,20250131,20250222,1484,1484,167.97,249267.48
PO003384,SUP002,PRD0028,WH05,20250406,20250425,20250425,470,379,239.8,112706.0
PO003385,SUP018,PRD0032,WH05,20240813,20240923,20240923,366,366,160.48,58735.68
PO003386,SUP005,PRD0013,WH04,20240302,20240314,20240314,548,501,127.58,69913.84
PO003387,SUP013,PRD0009,WH05,20240928,20241010,20241007,578,578,129.79,75018.62
PO003388,SUP020,PRD0059,WH01,20250206,20250318,20250315,1396,1396,194.35,271312.6
PO003389,SUP002,PRD0035,WH06,20240503,20240522,20240521,324,324,152.58,49435.92
PO003390,SUP020,PRD0056,WH06,20240530,20240709,20240706,1138,1138,111.86,127296.68
PO003391,SUP018,PRD0017,WH06,20240111,20240221,20240218,919,835,296.9,272851.1
PO003392,SUP006,PRD0024,WH05,20250514,20250616,20250614,1306,1306,214.65,280332.9
PO003393,SUP009,PRD0044,WH06,20250903,20250914,20250914,223,223,216.5,48279.5
PO003394,SUP022,PRD0033,WH04,20250716,20250725,20250725,1251,1251,341.2,426841.2
PO003395,SUP004,PRD0047,WH02,20240915,20240930,20240928,1191,1191,247.68,294986.88
PO003396,SUP013,PRD0014,WH03,20250207,20250219,20250218,102,102,61.84,6307.68
PO003397,SUP008,PRD0006,WH05,20251015,20251026,20251023,65,65,208.45,13549.25
PO003398,SUP014,PRD0039,WH03,20250206,20250302,20250227,277,277,208.12,57649.24
PO003399,SUP021,PRD0049,WH02,20240720,20240809,20240806,1457,1457,239.5,348951.5
PO003400,SUP008,PRD0065,WH04,20240818,20240829,20240826,292,292,335.57,97986.44
PO003401,SUP020,PRD0059,WH01,20250509,20250618,20250615,208,208,194.35,40424.8
PO003402,SUP021,PRD0001,WH02,20241030,20241119,20241118,1307,1307,358.98,469186.86
PO003403,SUP004,PRD0012,WH05,20250723,20250807,20250805,889,889,75.81,67395.09
PO003404,SUP023,PRD0008,WH01,20250810,20250821,20250821,739,739,300.7,222217.3
PO003405,SUP017,PRD0066,WH03,20240125,20240203,20240203,246,246,261.8,64402.8
PO003406,SUP021,PRD0036,WH04,20250506,20250526,20250526,1224,1224,25.52,31236.48
PO003407,SUP001,PRD0062,WH06,20240908,20240920,20240919,712,712,184.46,131335.52
PO003408,SUP022,PRD0033,WH04,20241219,20241228,20241227,1474,1474,341.2,502928.8
PO003409,SUP005,PRD0068,WH02,20240629,20240711,20240710,1167,1167,364.7,425604.9
PO003410,SUP005,PRD0068,WH04,20240907,20240919,20240919,1036,1036,364.7,377829.2
PO003411,SUP004,PRD0012,WH05,20240812,20240827,20240825,978,978,75.81,74142.18
PO003412,SUP016,PRD0061,WH03,20240204,20240223,20240222,485,485,53.16,25782.6
PO003413,SUP020,PRD0078,WH02,20250616,20250726,20250803,723,723,256.38,185362.74
PO003414,SUP003,PRD0048,WH04,20240407,20240512,20240528,787,787,374.7,294888.9
PO003415,SUP001,PRD0067,WH02,20240912,20240924,20240923,1255,1255,100.13,125663.15
PO003416,SUP018,PRD0032,WH05,20240511,20240621,20240702,1245,1091,160.48,199797.6
PO003417,SUP024,PRD0050,WH02,20240419,20240501,20240429,905,905,105.09,95106.45
PO003418,SUP001,PRD0069,WH04,20240910,20240922,20240921,1093,1093,25.4,27762.2
PO003419,SUP021,PRD0036,WH02,20250916,20251006,20251019,885,885,25.52,22585.2
PO003420,SUP024,PRD0018,WH02,20251004,20251016,20251016,663,663,162.04,107432.52
PO003421,SUP017,PRD0066,WH04,20240916,20240925,20240923,50,50,261.8,13090.0
PO003422,SUP021,PRD0049,WH04,20241209,20241229,20241228,541,541,239.5,129569.5
PO003423,SUP022,PRD0037,WH03,20251101,20251110,20251107,730,585,361.55,263931.5
PO003424,SUP019,PRD0046,WH05,20240608,20240713,20240713,1155,968,84.95,98117.25
PO003425,SUP020,PRD0078,WH03,20251004,20251113,20251117,1403,1041,256.38,359701.14
PO003426,SUP016,PRD0025,WH01,20240312,20240331,20240329,1113,1113,167.97,186950.61
PO003427,SUP019,PRD0074,WH03,20240602,20240707,20240705,358,272,81.25,29087.5
PO003428,SUP021,PRD0001,WH06,20240818,20240907,20240905,918,918,358.98,329543.64
PO003429,SUP001,PRD0023,WH02,20240126,20240207,20240207,1276,1276,48.11,61388.36
PO003430,SUP001,PRD0067,WH01,20250708,20250720,20250717,314,314,100.13,31440.82
PO003431,SUP009,PRD0044,WH03,20250804,20250815,20250815,94,94,216.5,20351.0
PO003432,SUP008,PRD0006,WH01,20240917,20240928,20240926,950,950,208.45,198027.5
PO003433,SUP018,PRD0060,WH01,20250722,20250901,20250830,1009,1009,380.72,384146.48
PO003434,SUP002,PRD0035,WH06,20250609,20250628,20250626,224,224,152.58,34177.92
PO003435,SUP005,PRD0013,WH04,20250628,20250710,20250708,192,192,127.58,24495.36
PO003436,SUP008,PRD0029,WH05,20250629,20250710,20250708,1020,1020,61.83,63066.6
PO003437,SUP005,PRD0068,WH02,20250124,20250205,20250203,1476,1476,364.7,538297.2
PO003438,SUP001,PRD0062,WH01,20240316,20240328,20240326,250,250,184.46,46115.0
PO003439,SUP016,PRD0051,WH02,20250919,20251008,20251008,646,582,72.66,46938.36
PO003440,SUP018,PRD0032,WH04,20250217,20250330,20250329,1199,1110,160.48,192415.52
PO003441,SUP012,PRD0052,WH01,20250904,20250914,20250911,1070,1070,211.44,226240.8
PO003442,SUP016,PRD0025,WH02,20251014,20251102,20251102,1049,930,167.97,176200.53
PO003443,SUP003,PRD0048,WH06,20240507,20240611,20240608,278,278,374.7,104166.6
PO003444,SUP004,PRD0012,WH05,20240930,20241015,20241014,975,918,75.81,73914.75
PO003445,SUP020,PRD0064,WH05,20240510,20240619,20240713,218,218,48.68,10612.24
PO003446,SUP006,PRD0024,WH04,20240204,20240308,20240330,459,459,214.65,98524.35
PO003447,SUP020,PRD0064,WH05,20251019,20251128,20251125,1271,1271,48.68,61872.28
PO003448,SUP013,PRD0014,WH06,20250919,20251001,20250929,1184,1184,61.84,73218.56
PO003449,SUP020,PRD0078,WH02,20250925,20251104,20251104,1353,1353,256.38,346882.14
PO003450,SUP005,PRD0007,WH05,20250823,20250904,20250904,1144,1144,22.74,26014.56
PO003451,SUP013,PRD0053,WH04,20250317,20250329,20250326,345,345,241.84,83434.8
PO003452,SUP002,PRD0028,WH06,20241221,20250109,20250107,1489,1489,239.8,357062.2
PO003453,SUP001,PRD0062,WH04,20251105,20251117,20251114,1409,1409,184.46,259904.14
PO003454,SUP006,PRD0070,WH03,20250110,20250212,20250226,1413,1413,340.52,481154.76
PO003455,SUP003,PRD0054,WH01,20250312,20250416,20250423,1124,1124,39.65,44566.6
PO003456,SUP021,PRD0049,WH05,20240523,20240612,20240611,486,486,239.5,116397.0
PO003457,SUP016,PRD0061,WH03,20250522,20250610,20250607,54,54,53.16,2870.64
PO003458,SUP016,PRD0061,WH02,20250711,20250730,20250818,1150,1150,53.16,61134.0
PO003459,SUP013,PRD0009,WH06,20250406,20250418,20250417,808,808,129.79,104870.32
PO003460,SUP002,PRD0031,WH06,20241205,20241224,20241223,1468,1468,73.98,108602.64
PO003461,SUP003,PRD0054,WH02,20240514,20240618,20240618,552,431,39.65,21886.8
PO003462,SUP014,PRD0039,WH04,20240124,20240217,20240215,563,563,208.12,117171.56
PO003463,SUP024,PRD0050,WH01,20250302,20250314,20250311,1156,1156,105.09,121484.04
PO003464,SUP001,PRD0067,WH06,20250409,20250421,20250418,100,100,100.13,10013.0
PO003465,SUP019,PRD0046,WH02,20250609,20250714,20250713,953,883,84.95,80957.35
PO003466,SUP021,PRD0005,WH05,20251008,20251028,20251025,918,918,324.26,297670.68
PO003467,SUP004,PRD0047,WH01,20241204,20241219,20241219,1087,1087,247.68,269228.16
PO003468,SUP002,PRD0035,WH03,20250717,20250805,20250802,872,872,152.58,133049.76
PO003469,SUP019,PRD0046,WH02,20250502,20250606,20250605,516,516,84.95,43834.2
PO003470,SUP012,PRD0052,WH06,20240707,20240717,20240716,792,792,211.44,167460.48
PO003471,SUP006,PRD0070,WH04,20250728,20250830,20250828,194,185,340.52,66060.88
PO003472,SUP001,PRD0069,WH03,20240206,20240218,20240218,92,92,25.4,2336.8
PO003473,SUP012,PRD0052,WH01,20250211,20250221,20250221,379,379,211.44,80135.76
PO003474,SUP003,PRD0048,WH01,20251001,20251105,20251104,637,637,374.7,238683.9
PO003475,SUP004,PRD0012,WH04,20250324,20250408,20250406,716,716,75.81,54279.96
PO003476,SUP021,PRD0001,WH02,20250929,20251019,20251019,1288,1288,358.98,462366.24
PO003477,SUP008,PRD0030,WH03,20240208,20240219,20240217,248,248,65.68,16288.64
PO003478,SUP017,PRD0066,WH06,20241228,20250106,20250103,116,116,261.8,30368.8
PO003479,SUP005,PRD0068,WH02,20250614,20250626,20250623,845,845,364.7,308171.5
PO003480,SUP006,PRD0024,WH06,20250312,20250414,20250430,1370,1299,214.65,294070.5
PO003481,SUP020,PRD0056,WH06,20250821,20250930,20250927,354,354,111.86,39598.44
PO003482,SUP001,PRD0020,WH04,20241110,20241122,20241122,177,177,224.3,39701.1
PO003483,SUP004,PRD0012,WH05,20250409,20250424,20250421,681,681,75.81,51626.61
PO003484,SUP001,PRD0062,WH04,20241012,20241024,20241023,927,927,184.46,170994.42
PO003485,SUP020,PRD0056,WH02,20250816,20250925,20250923,892,892,111.86,99779.12
PO003486,SUP018,PRD0017,WH06,20240322,20240502,20240429,1373,1373,296.9,407643.7
PO003487,SUP018,PRD0017,WH02,20240621,20240801,20240806,1105,990,296.9,328074.5
PO003488,SUP006,PRD0027,WH03,20240306,20240408,20240424,274,261,299.68,82112.32
PO003489,SUP024,PRD0011,WH06,20250422,20250504,20250502,994,994,100.18,99578.92
PO003490,SUP017,PRD0019,WH03,20240607,20240616,20240615,988,988,382.47,377880.36
PO003491,SUP020,PRD0038,WH05,20240803,20240912,20240911,1229,936,258.78,318040.62
PO003492,SUP013,PRD0053,WH01,20250722,20250803,20250802,339,238,241.84,81983.76
PO003493,SUP002,PRD0028,WH02,20240901,20240920,20240920,1184,1184,239.8,283923.2
PO003494,SUP003,PRD0054,WH06,20240409,20240514,20240520,934,934,39.65,37033.1
PO003495,SUP024,PRD0018,WH01,20240115,20240127,20240124,405,405,162.04,65626.2
PO003496,SUP001,PRD0067,WH06,20240603,20240615,20240613,925,925,100.13,92620.25
PO003497,SUP021,PRD0036,WH05,20250913,20251003,20251001,681,681,25.52,17379.12
PO003498,SUP021,PRD0005,WH03,20250108,20250128,20250213,975,975,324.26,316153.5
PO003499,SUP003,PRD0048,WH01,20251107,20251212,20251217,655,465,374.7,245428.5
PO003500,SUP024,PRD0079,WH06,20240526,20240607,20240606,713,713,124.03,88433.39
PO003501,SUP005,PRD0007,WH02,20240827,20240908,20240906,239,239,22.74,5434.86
PO003502,SUP018,PRD0016,WH03,20240420,20240531,20240528,1069,1069,234.54,250723.26
PO003503,SUP003,PRD0002,WH01,20240927,20241101,20241111,666,633,270.53,180172.98
PO003504,SUP024,PRD0022,WH05,20250118,20250130,20250127,840,840,322.72,271084.8
PO003505,SUP016,PRD0061,WH05,20250703,20250722,20250719,958,878,53.16,50927.28
PO003506,SUP002,PRD0028,WH01,20240907,20240926,20240923,801,801,239.8,192079.8
PO003507,SUP003,PRD0048,WH05,20250608,20250713,20250713,481,481,374.7,180230.7
PO003508,SUP024,PRD0022,WH06,20250301,20250313,20250312,1227,1227,322.72,395977.44
PO003509,SUP021,PRD0045,WH06,20240717,20240806,20240804,190,190,215.43,40931.7
PO003510,SUP018,PRD0060,WH04,20250912,20251023,20251022,1464,1464,380.72,557374.08
PO003511,SUP013,PRD0009,WH06,20241022,20241103,20241101,103,103,129.79,13368.37
PO003512,SUP002,PRD0028,WH05,20240412,20240501,20240428,941,941,239.8,225651.8
PO003513,SUP008,PRD0029,WH02,20251016,20251027,20251027,273,273,61.83,16879.59
PO003514,SUP019,PRD0074,WH04,20250913,20251018,20251016,858,858,81.25,69712.5
PO003515,SUP005,PRD0007,WH02,20240203,20240215,20240222,1488,1488,22.74,33837.12
PO003516,SUP006,PRD0034,WH01,20250905,20251008,20251029,308,308,103.51,31881.08
PO003517,SUP021,PRD0036,WH06,20251006,20251026,20251025,1396,1396,25.52,35625.92
PO003518,SUP005,PRD0007,WH02,20250717,20250729,20250729,1232,1232,22.74,28015.68
PO003519,SUP001,PRD0023,WH01,20240622,20240704,20240703,1452,1452,48.11,69855.72
PO003520,SUP010,PRD0040,WH06,20250305,20250325,20250322,485,485,257.63,124950.55
PO003521,SUP004,PRD0015,WH05,20250101,20250116,20250114,158,158,272.68,43083.44
PO003522,SUP016,PRD0025,WH06,20250225,20250316,20250314,776,776,167.97,130344.72
PO003523,SUP008,PRD0065,WH03,20250223,20250306,20250306,168,156,335.57,56375.76
PO003524,SUP004,PRD0047,WH02,20250310,20250325,20250322,1038,1038,247.68,257091.84
PO003525,SUP009,PRD0044,WH01,20241215,20241226,20241226,702,702,216.5,151983.0
