SNAPSHOT_DATE_KEY,PRODUCT_KEY,WAREHOUSE_KEY,ON_HAND_QTY,REORDER_POINT,SAFETY_STOCK
20250428,PRD0034,WH03,53,319,158
20250505,PRD0034,WH03,50,319,158
20250512,PRD0034,WH03,58,319,158
20250519,PRD0034,WH03,67,319,158
20250526,PRD0034,WH03,66,319,158
20250602,PRD0034,WH03,83,319,158
20250609,PRD0034,WH03,56,319,158
20250616,PRD0034,WH03,64,319,158
20250623,PRD0034,WH03,77,319,158
20250630,PRD0034,WH03,94,319,158
20250707,PRD0034,WH03,97,319,158
20250714,PRD0034,WH03,98,319,158
20250721,PRD0034,WH03,100,319,158
20250728,PRD0034,WH03,98,319,158
20250804,PRD0034,WH03,82,319,158
20250811,PRD0034,WH03,85,319,158
20250818,PRD0034,WH03,74,319,158
20250825,PRD0034,WH03,80,319,158
20250901,PRD0034,WH03,52,319,158
20250908,PRD0034,WH03,48,319,158
20250915,PRD0034,WH03,66,319,158
20250922,PRD0034,WH03,37,319,158
20250929,PRD0034,WH03,36,319,158
20251006,PRD0034,WH03,30,319,158
20251013,PRD0034,WH03,24,319,158
20251020,PRD0034,WH03,18,319,158
20251027,PRD0034,WH03,35,319,158
20251103,PRD0034,WH03,0,319,158
20251110,PRD0034,WH03,0,319,158
20251117,PRD0034,WH03,0,319,158
20251124,PRD0034,WH03,0,319,158
20251201,PRD0034,WH03,0,319,158
20251208,PRD0034,WH03,0,319,158
20251215,PRD0034,WH03,0,319,158
20251222,PRD0034,WH03,0,319,158
20251229,PRD0034,WH03,0,319,158
20240101,PRD0034,WH05,782,348,213
20240108,PRD0034,WH05,683,348,213
20240115,PRD0034,WH05,556,348,213
20240122,PRD0034,WH05,442,348,213
20240129,PRD0034,WH05,313,348,213
20240205,PRD0034,WH05,305,348,213
20240212,PRD0034,WH05,329,348,213
20240219,PRD0034,WH05,323,348,213
20240226,PRD0034,WH05,320,348,213
20240304,PRD0034,WH05,312,348,213
20240311,PRD0034,WH05,287,348,213
20240318,PRD0034,WH05,289,348,213
20240325,PRD0034,WH05,262,348,213
20240401,PRD0034,WH05,261,348,213
20240408,PRD0034,WH05,232,348,213
20240415,PRD0034,WH05,212,348,213
20240422,PRD0034,WH05,201,348,213
20240429,PRD0034,WH05,205,348,213
20240506,PRD0034,WH05,195,348,213
20240513,PRD0034,WH05,192,348,213
20240520,PRD0034,WH05,157,348,213
20240527,PRD0034,WH05,148,348,213
20240603,PRD0034,WH05,177,348,213
20240610,PRD0034,WH05,182,348,213
20240617,PRD0034,WH05,205,348,213
20240624,PRD0034,WH05,204,348,213
20240701,PRD0034,WH05,221,348,213
20240708,PRD0034,WH05,245,348,213
20240715,PRD0034,WH05,244,348,213
20240722,PRD0034,WH05,237,348,213
20240729,PRD0034,WH05,236,348,213
20240805,PRD0034,WH05,215,348,213
20240812,PRD0034,WH05,198,348,213
20240819,PRD0034,WH05,220,348,213
20240826,PRD0034,WH05,215,348,213
20240902,PRD0034,WH05,222,348,213
20240909,PRD0034,WH05,218,348,213
20240916,PRD0034,WH05,228,348,213
20240923,PRD0034,WH05,225,348,213
20240930,PRD0034,WH05,216,348,213
20241007,PRD0034,WH05,203,348,213
20241014,PRD0034,WH05,190,348,213
20241021,PRD0034,WH05,206,348,213
20241028,PRD0034,WH05,215,348,213
20241104,PRD0034,WH05,155,348,213
20241111,PRD0034,WH05,91,348,213
20241118,PRD0034,WH05,60,348,213
20241125,PRD0034,WH05,0,348,213
20241202,PRD0034,WH05,0,348,213
20241209,PRD0034,WH05,0,348,213
20241216,PRD0034,WH05,0,348,213
20241223,PRD0034,WH05,0,348,213
20241230,PRD0034,WH05,0,348,213
20250106,PRD0034,WH05,25,348,213
20250113,PRD0034,WH05,48,348,213
20250120,PRD0034,WH05,55,348,213
20250127,PRD0034,WH05,53,348,213
20250203,PRD0034,WH05,44,348,213
20250210,PRD0034,WH05,73,348,213
20250217,PRD0034,WH05,70,348,213
20250224,PRD0034,WH05,81,348,213
20250303,PRD0034,WH05,101,348,213
20250310,PRD0034,WH05,104,348,213
20250317,PRD0034,WH05,110,348,213
20250324,PRD0034,WH05,109,348,213
20250331,PRD0034,WH05,119,348,213
20250407,PRD0034,WH05,107,348,213
20250414,PRD0034,WH05,121,348,213
20250421,PRD0034,WH05,144,348,213
20250428,PRD0034,WH05,154,348,213
20250505,PRD0034,WH05,201,348,213
20250512,PRD0034,WH05,215,348,213
20250519,PRD0034,WH05,216,348,213
20250526,PRD0034,WH05,213,348,213
20250602,PRD0034,WH05,199,348,213
20250609,PRD0034,WH05,196,348,213
20250616,PRD0034,WH05,207,348,213
20250623,PRD0034,WH05,190,348,213
20250630,PRD0034,WH05,185,348,213
20250707,PRD0034,WH05,179,348,213
20250714,PRD0034,WH05,189,348,213
20250721,PRD0034,WH05,174,348,213
20250728,PRD0034,WH05,182,348,213
20250804,PRD0034,WH05,200,348,213
20250811,PRD0034,WH05,188,348,213
20250818,PRD0034,WH05,190,348,213
20250825,PRD0034,WH05,174,348,213
20250901,PRD0034,WH05,186,348,213
20250908,PRD0034,WH05,184,348,213
20250915,PRD0034,WH05,193,348,213
20250922,PRD0034,WH05,193,348,213
20250929,PRD0034,WH05,217,348,213
20251006,PRD0034,WH05,195,348,213
20251013,PRD0034,WH05,201,348,213
20251020,PRD0034,WH05,195,348,213
20251027,PRD0034,WH05,216,348,213
20251103,PRD0034,WH05,140,348,213
20251110,PRD0034,WH05,86,348,213
20251117,PRD0034,WH05,34,348,213
20251124,PRD0034,WH05,0,348,213
20251201,PRD0034,WH05,0,348,213
20251208,PRD0034,WH05,0,348,213
20251215,PRD0034,WH05,0,348,213
20251222,PRD0034,WH05,0,348,213
20251229,PRD0034,WH05,0,348,213
20240101,PRD0035,WH06,514,237,158
20240108,PRD0035,WH06,428,237,158
20240115,PRD0035,WH06,337,237,158
20240122,PRD0035,WH06,244,237,158
20240129,PRD0035,WH06,170,237,158
20240205,PRD0035,WH06,173,237,158
20240212,PRD0035,WH06,168,237,158
20240219,PRD0035,WH06,155,237,158
20240226,PRD0035,WH06,155,237,158
20240304,PRD0035,WH06,169,237,158
20240311,PRD0035,WH06,176,237,158
20240318,PRD0035,WH06,167,237,158
20240325,PRD0035,WH06,188,237,158
20240401,PRD0035,WH06,182,237,158
20240408,PRD0035,WH06,195,237,158
20240415,PRD0035,WH06,212,237,158
20240422,PRD0035,WH06,237,237,158
20240429,PRD0035,WH06,141,237,158
20240506,PRD0035,WH06,164,237,158
20240513,PRD0035,WH06,152,237,158
20240520,PRD0035,WH06,132,237,158
20240527,PRD0035,WH06,133,237,158
20240603,PRD0035,WH06,135,237,158
20240610,PRD0035,WH06,141,237,158
20240617,PRD0035,WH06,153,237,158
20240624,PRD0035,WH06,134,237,158
20240701,PRD0035,WH06,122,237,158
20240708,PRD0035,WH06,106,237,158
20240715,PRD0035,WH06,73,237,158
20240722,PRD0035,WH06,78,237,158
20240729,PRD0035,WH06,65,237,158
20240805,PRD0035,WH06,49,237,158
20240812,PRD0035,WH06,38,237,158
20240819,PRD0035,WH06,34,237,158
20240826,PRD0035,WH06,49,237,158
20240902,PRD0035,WH06,53,237,158
20240909,PRD0035,WH06,33,237,158
20240916,PRD0035,WH06,18,237,158
20240923,PRD0035,WH06,37,237,158
20240930,PRD0035,WH06,33,237,158
20241007,PRD0035,WH06,22,237,158
20241014,PRD0035,WH06,47,237,158
20241021,PRD0035,WH06,37,237,158
20241028,PRD0035,WH06,41,237,158
20241104,PRD0035,WH06,16,237,158
20241111,PRD0035,WH06,0,237,158
20241118,PRD0035,WH06,0,237,158
20241125,PRD0035,WH06,0,237,158
20241202,PRD0035,WH06,0,237,158
20241209,PRD0035,WH06,0,237,158
20241216,PRD0035,WH06,0,237,158
20241223,PRD0035,WH06,0,237,158
20241230,PRD0035,WH06,0,237,158
20250106,PRD0035,WH06,0,237,158
20250113,PRD0035,WH06,2,237,158
20250120,PRD0035,WH06,4,237,158
20250127,PRD0035,WH06,16,237,158
20250203,PRD0035,WH06,10,237,158
20250210,PRD0035,WH06,22,237,158
20250217,PRD0035,WH06,23,237,158
20250224,PRD0035,WH06,7,237,158
20250303,PRD0035,WH06,8,237,158
20250310,PRD0035,WH06,18,237,158
20250317,PRD0035,WH06,17,237,158
20250324,PRD0035,WH06,22,237,158
20250331,PRD0035,WH06,21,237,158
20250407,PRD0035,WH06,38,237,158
20250414,PRD0035,WH06,10,237,158
20250421,PRD0035,WH06,22,237,158
20250428,PRD0035,WH06,6,237,158
20250505,PRD0035,WH06,0,237,158
20250512,PRD0035,WH06,16,237,158
20250519,PRD0035,WH06,10,237,158
20250526,PRD0035,WH06,25,237,158
20250602,PRD0035,WH06,22,237,158
20250609,PRD0035,WH06,32,237,158
20250616,PRD0035,WH06,20,237,158
20250623,PRD0035,WH06,18,237,158
20250630,PRD0035,WH06,26,237,158
20250707,PRD0035,WH06,28,237,158
20250714,PRD0035,WH06,36,237,158
20250721,PRD0035,WH06,26,237,158
20250728,PRD0035,WH06,37,237,158
20250804,PRD0035,WH06,40,237,158
20250811,PRD0035,WH06,40,237,158
20250818,PRD0035,WH06,47,237,158
20250825,PRD0035,WH06,28,237,158
20250901,PRD0035,WH06,36,237,158
20250908,PRD0035,WH06,40,237,158
20250915,PRD0035,WH06,31,237,158
20250922,PRD0035,WH06,37,237,158
20250929,PRD0035,WH06,71,237,158
20251006,PRD0035,WH06,75,237,158
20251013,PRD0035,WH06,93,237,158
20251020,PRD0035,WH06,99,237,158
20251027,PRD0035,WH06,88,237,158
20251103,PRD0035,WH06,59,237,158
20251110,PRD0035,WH06,8,237,158
20251117,PRD0035,WH06,0,237,158
20251124,PRD0035,WH06,0,237,158
20251201,PRD0035,WH06,0,237,158
20251208,PRD0035,WH06,0,237,158
20251215,PRD0035,WH06,0,237,158
20251222,PRD0035,WH06,0,237,158
20251229,PRD0035,WH06,0,237,158
20240101,PRD0035,WH03,403,232,139
20240108,PRD0035,WH03,328,232,139
20240115,PRD0035,WH03,257,232,139
20240122,PRD0035,WH03,178,232,139
20240129,PRD0035,WH03,177,232,139
20240205,PRD0035,WH03,168,232,139
20240212,PRD0035,WH03,161,232,139
20240219,PRD0035,WH03,172,232,139
20240226,PRD0035,WH03,172,232,139
20240304,PRD0035,WH03,159,232,139
20240311,PRD0035,WH03,164,232,139
20240318,PRD0035,WH03,179,232,139
20240325,PRD0035,WH03,171,232,139
20240401,PRD0035,WH03,165,232,139
20240408,PRD0035,WH03,153,232,139
20240415,PRD0035,WH03,158,232,139
20240422,PRD0035,WH03,146,232,139
20240429,PRD0035,WH03,134,232,139
20240506,PRD0035,WH03,152,232,139
20240513,PRD0035,WH03,165,232,139
20240520,PRD0035,WH03,176,232,139
20240527,PRD0035,WH03,177,232,139
20240603,PRD0035,WH03,173,232,139
20240610,PRD0035,WH03,187,232,139
20240617,PRD0035,WH03,182,232,139
20240624,PRD0035,WH03,183,232,139
20240701,PRD0035,WH03,168,232,139
20240708,PRD0035,WH03,200,232,139
20240715,PRD0035,WH03,207,232,139
20240722,PRD0035,WH03,193,232,139
20240729,PRD0035,WH03,196,232,139
20240805,PRD0035,WH03,178,232,139
20240812,PRD0035,WH03,177,232,139
20240819,PRD0035,WH03,169,232,139
20240826,PRD0035,WH03,170,232,139
20240902,PRD0035,WH03,176,232,139
20240909,PRD0035,WH03,144,232,139
20240916,PRD0035,WH03,152,232,139
20240923,PRD0035,WH03,126,232,139
20240930,PRD0035,WH03,118,232,139
20241007,PRD0035,WH03,122,232,139
20241014,PRD0035,WH03,111,232,139
20241021,PRD0035,WH03,107,232,139
20241028,PRD0035,WH03,91,232,139
20241104,PRD0035,WH03,55,232,139
20241111,PRD0035,WH03,0,232,139
20241118,PRD0035,WH03,0,232,139
20241125,PRD0035,WH03,0,232,139
20241202,PRD0035,WH03,0,232,139
20241209,PRD0035,WH03,0,232,139
20241216,PRD0035,WH03,0,232,139
20241223,PRD0035,WH03,0,232,139
20241230,PRD0035,WH03,0,232,139
20250106,PRD0035,WH03,11,232,139
20250113,PRD0035,WH03,2,232,139
20250120,PRD0035,WH03,19,232,139
20250127,PRD0035,WH03,19,232,139
20250203,PRD0035,WH03,23,232,139
20250210,PRD0035,WH03,32,232,139
20250217,PRD0035,WH03,56,232,139
20250224,PRD0035,WH03,46,232,139
20250303,PRD0035,WH03,60,232,139
20250310,PRD0035,WH03,71,232,139
20250317,PRD0035,WH03,41,232,139
20250324,PRD0035,WH03,24,232,139
20250331,PRD0035,WH03,25,232,139
20250407,PRD0035,WH03,0,232,139
20250414,PRD0035,WH03,0,232,139
20250421,PRD0035,WH03,15,232,139
20250428,PRD0035,WH03,5,232,139
20250505,PRD0035,WH03,0,232,139
20250512,PRD0035,WH03,0,232,139
20250519,PRD0035,WH03,8,232,139
20250526,PRD0035,WH03,12,232,139
20250602,PRD0035,WH03,23,232,139
20250609,PRD0035,WH03,34,232,139
20250616,PRD0035,WH03,24,232,139
20250623,PRD0035,WH03,17,232,139
20250630,PRD0035,WH03,15,232,139
20250707,PRD0035,WH03,23,232,139
20250714,PRD0035,WH03,43,232,139
20250721,PRD0035,WH03,65,232,139
20250728,PRD0035,WH03,70,232,139
20250804,PRD0035,WH03,74,232,139
20250811,PRD0035,WH03,54,232,139
20250818,PRD0035,WH03,48,232,139
20250825,PRD0035,WH03,40,232,139
20250901,PRD0035,WH03,29,232,139
20250908,PRD0035,WH03,56,232,139
20250915,PRD0035,WH03,69,232,139
20250922,PRD0035,WH03,87,232,139
20250929,PRD0035,WH03,72,232,139
20251006,PRD0035,WH03,75,232,139
20251013,PRD0035,WH03,83,232,139
20251020,PRD0035,WH03,89,232,139
20251027,PRD0035,WH03,82,232,139
20251103,PRD0035,WH03,56,232,139
20251110,PRD0035,WH03,0,232,139
20251117,PRD0035,WH03,0,232,139
20251124,PRD0035,WH03,0,232,139
20251201,PRD0035,WH03,0,232,139
20251208,PRD0035,WH03,0,232,139
20251215,PRD0035,WH03,0,232,139
20251222,PRD0035,WH03,0,232,139
20251229,PRD0035,WH03,0,232,139
20240101,PRD0036,WH06,264,133,77
20240108,PRD0036,WH06,199,133,77
20240115,PRD0036,WH06,113,133,77
20240122,PRD0036,WH06,102,133,77
20240129,PRD0036,WH06,112,133,77
20240205,PRD0036,WH06,95,133,77
20240212,PRD0036,WH06,94,133,77
20240219,PRD0036,WH06,92,133,77
20240226,PRD0036,WH06,104,133,77
20240304,PRD0036,WH06,97,133,77
20240311,PRD0036,WH06,99,133,77
20240318,PRD0036,WH06,92,133,77
20240325,PRD0036,WH06,98,133,77
20240401,PRD0036,WH06,75,133,77
20240408,PRD0036,WH06,85,133,77
20240415,PRD0036,WH06,80,133,77
20240422,PRD0036,WH06,73,133,77
20240429,PRD0036,WH06,73,133,77
20240506,PRD0036,WH06,39,133,77
20240513,PRD0036,WH06,22,133,77
20240520,PRD0036,WH06,34,133,77
20240527,PRD0036,WH06,32,133,77
20240603,PRD0036,WH06,44,133,77
20240610,PRD0036,WH06,55,133,77
20240617,PRD0036,WH06,46,133,77
20240624,PRD0036,WH06,25,133,77
20240701,PRD0036,WH06,26,133,77
20240708,PRD0036,WH06,34,133,77
20240715,PRD0036,WH06,29,133,77
20240722,PRD0036,WH06,28,133,77
20240729,PRD0036,WH06,10,133,77
20240805,PRD0036,WH06,10,133,77
20240812,PRD0036,WH06,13,133,77
20240819,PRD0036,WH06,36,133,77
20240826,PRD0036,WH06,27,133,77
20240902,PRD0036,WH06,24,133,77
20240909,PRD0036,WH06,33,133,77
20240916,PRD0036,WH06,11,133,77
20240923,PRD0036,WH06,24,133,77
20240930,PRD0036,WH06,30,133,77
20241007,PRD0036,WH06,42,133,77
20241014,PRD0036,WH06,13,133,77
20241021,PRD0036,WH06,10,133,77
20241028,PRD0036,WH06,16,133,77
20241104,PRD0036,WH06,0,133,77
20241111,PRD0036,WH06,0,133,77
20241118,PRD0036,WH06,0,133,77
20241125,PRD0036,WH06,0,133,77
20241202,PRD0036,WH06,0,133,77
20241209,PRD0036,WH06,0,133,77
20241216,PRD0036,WH06,0,133,77
20241223,PRD0036,WH06,0,133,77
20241230,PRD0036,WH06,0,133,77
20250106,PRD0036,WH06,0,133,77
20250113,PRD0036,WH06,0,133,77
20250120,PRD0036,WH06,8,133,77
20250127,PRD0036,WH06,1,133,77
20250203,PRD0036,WH06,0,133,77
20250210,PRD0036,WH06,0,133,77
20250217,PRD0036,WH06,1,133,77
20250224,PRD0036,WH06,0,133,77
20250303,PRD0036,WH06,16,133,77
20250310,PRD0036,WH06,3,133,77
20250317,PRD0036,WH06,9,133,77
20250324,PRD0036,WH06,0,133,77
20250331,PRD0036,WH06,4,133,77
20250407,PRD0036,WH06,13,133,77
20250414,PRD0036,WH06,0,133,77
20250421,PRD0036,WH06,0,133,77
20250428,PRD0036,WH06,0,133,77
20250505,PRD0036,WH06,0,133,77
20250512,PRD0036,WH06,2,133,77
20250519,PRD0036,WH06,7,133,77
20250526,PRD0036,WH06,3,133,77
20250602,PRD0036,WH06,12,133,77
20250609,PRD0036,WH06,0,133,77
20250616,PRD0036,WH06,10,133,77
20250623,PRD0036,WH06,15,133,77
20250630,PRD0036,WH06,13,133,77
20250707,PRD0036,WH06,16,133,77
20250714,PRD0036,WH06,0,133,77
20250721,PRD0036,WH06,13,133,77
20250728,PRD0036,WH06,10,133,77
20250804,PRD0036,WH06,3,133,77
20250811,PRD0036,WH06,7,133,77
20250818,PRD0036,WH06,13,133,77
20250825,PRD0036,WH06,4,133,77
20250901,PRD0036,WH06,0,133,77
20250908,PRD0036,WH06,0,133,77
20250915,PRD0036,WH06,0,133,77
20250922,PRD0036,WH06,3,133,77
20250929,PRD0036,WH06,11,133,77
20251006,PRD0036,WH06,6,133,77
20251013,PRD0036,WH06,0,133,77
20251020,PRD0036,WH06,0,133,77
20251027,PRD0036,WH06,10,133,77
20251103,PRD0036,WH06,0,133,77
20251110,PRD0036,WH06,0,133,77
20251117,PRD0036,WH06,0,133,77
20251124,PRD0036,WH06,0,133,77
20251201,PRD0036,WH06,0,133,77
20251208,PRD0036,WH06,0,133,77
20251215,PRD0036,WH06,0,133,77
20251222,PRD0036,WH06,0,133,77
20251229,PRD0036,WH06,0,133,77
20240101,PRD0036,WH04,333,157,65
20240108,PRD0036,WH04,283,157,65
20240115,PRD0036,WH04,214,157,65
20240122,PRD0036,WH04,144,157,65
20240129,PRD0036,WH04,133,157,65
20240205,PRD0036,WH04,117,157,65
20240212,PRD0036,WH04,127,157,65
20240219,PRD0036,WH04,134,157,65
20240226,PRD0036,WH04,138,157,65
20240304,PRD0036,WH04,143,157,65
20240311,PRD0036,WH04,149,157,65
20240318,PRD0036,WH04,161,157,65
20240325,PRD0036,WH04,97,157,65
20240401,PRD0036,WH04,91,157,65
20240408,PRD0036,WH04,107,157,65
20240415,PRD0036,WH04,101,157,65
20240422,PRD0036,WH04,102,157,65
20240429,PRD0036,WH04,100,157,65
20240506,PRD0036,WH04,107,157,65
20240513,PRD0036,WH04,112,157,65
20240520,PRD0036,WH04,98,157,65
20240527,PRD0036,WH04,113,157,65
20240603,PRD0036,WH04,109,157,65
20240610,PRD0036,WH04,114,157,65
20240617,PRD0036,WH04,117,157,65
20240624,PRD0036,WH04,110,157,65
20240701,PRD0036,WH04,100,157,65
20240708,PRD0036,WH04,104,157,65
20240715,PRD0036,WH04,87,157,65
20240722,PRD0036,WH04,63,157,65
20240729,PRD0036,WH04,47,157,65
20240805,PRD0036,WH04,51,157,65
20240812,PRD0036,WH04,56,157,65
20240819,PRD0036,WH04,69,157,65
20240826,PRD0036,WH04,85,157,65
20240902,PRD0036,WH04,89,157,65
20240909,PRD0036,WH04,74,157,65
20240916,PRD0036,WH04,70,157,65
20240923,PRD0036,WH04,83,157,65
20240930,PRD0036,WH04,72,157,65
20241007,PRD0036,WH04,83,157,65
20241014,PRD0036,WH04,100,157,65
20241021,PRD0036,WH04,88,157,65
20241028,PRD0036,WH04,83,157,65
20241104,PRD0036,WH04,64,157,65
20241111,PRD0036,WH04,46,157,65
20241118,PRD0036,WH04,25,157,65
20241125,PRD0036,WH04,0,157,65
20241202,PRD0036,WH04,0,157,65
20241209,PRD0036,WH04,0,157,65
20241216,PRD0036,WH04,0,157,65
20241223,PRD0036,WH04,0,157,65
20241230,PRD0036,WH04,0,157,65
20250106,PRD0036,WH04,0,157,65
20250113,PRD0036,WH04,0,157,65
20250120,PRD0036,WH04,5,157,65
20250127,PRD0036,WH04,0,157,65
20250203,PRD0036,WH04,0,157,65
20250210,PRD0036,WH04,0,157,65
20250217,PRD0036,WH04,0,157,65
20250224,PRD0036,WH04,0,157,65
20250303,PRD0036,WH04,0,157,65
20250310,PRD0036,WH04,8,157,65
20250317,PRD0036,WH04,19,157,65
20250324,PRD0036,WH04,25,157,65
20250331,PRD0036,WH04,18,157,65
20250407,PRD0036,WH04,7,157,65
20250414,PRD0036,WH04,0,157,65
20250421,PRD0036,WH04,5,157,65
20250428,PRD0036,WH04,0,157,65
20250505,PRD0036,WH04,0,157,65
20250512,PRD0036,WH04,0,157,65
20250519,PRD0036,WH04,0,157,65
20250526,PRD0036,WH04,14,157,65
20250602,PRD0036,WH04,0,157,65
20250609,PRD0036,WH04,0,157,65
20250616,PRD0036,WH04,9,157,65
20250623,PRD0036,WH04,0,157,65
20250630,PRD0036,WH04,0,157,65
20250707,PRD0036,WH04,0,157,65
20250714,PRD0036,WH04,17,157,65
20250721,PRD0036,WH04,10,157,65
20250728,PRD0036,WH04,4,157,65
20250804,PRD0036,WH04,6,157,65
20250811,PRD0036,WH04,31,157,65
20250818,PRD0036,WH04,25,157,65
20250825,PRD0036,WH04,15,157,65
20250901,PRD0036,WH04,13,157,65
20250908,PRD0036,WH04,10,157,65
20250915,PRD0036,WH04,24,157,65
20250922,PRD0036,WH04,40,157,65
20250929,PRD0036,WH04,37,157,65
20251006,PRD0036,WH04,54,157,65
20251013,PRD0036,WH04,36,157,65
20251020,PRD0036,WH04,44,157,65
20251027,PRD0036,WH04,52,157,65
20251103,PRD0036,WH04,28,157,65
20251110,PRD0036,WH04,0,157,65
20251117,PRD0036,WH04,0,157,65
20251124,PRD0036,WH04,0,157,65
20251201,PRD0036,WH04,0,157,65
20251208,PRD0036,WH04,0,157,65
20251215,PRD0036,WH04,0,157,65
20251222,PRD0036,WH04,0,157,65
20251229,PRD0036,WH04,0,157,65
20240101,PRD0036,WH01,330,160,91
20240108,PRD0036,WH01,256,160,91
20240115,PRD0036,WH01,191,160,91
20240122,PRD0036,WH01,134,160,91
20240129,PRD0036,WH01,133,160,91
20240205,PRD0036,WH01,149,160,91
20240212,PRD0036,WH01,125,160,91
20240219,PRD0036,WH01,95,160,91
20240226,PRD0036,WH01,89,160,91
20240304,PRD0036,WH01,96,160,91
20240311,PRD0036,WH01,97,160,91
20240318,PRD0036,WH01,100,160,91
20240325,PRD0036,WH01,90,160,91
20240401,PRD0036,WH01,84,160,91
20240408,PRD0036,WH01,97,160,91
20240415,PRD0036,WH01,96,160,91
20240422,PRD0036,WH01,90,160,91
20240429,PRD0036,WH01,98,160,91
20240506,PRD0036,WH01,113,160,91
20240513,PRD0036,WH01,128,160,91
20240520,PRD0036,WH01,120,160,91
20240527,PRD0036,WH01,129,160,91
20240603,PRD0036,WH01,127,160,91
20240610,PRD0036,WH01,126,160,91
20240617,PRD0036,WH01,133,160,91
20240624,PRD0036,WH01,146,160,91
20240701,PRD0036,WH01,158,160,91
20240708,PRD0036,WH01,167,160,91
20240715,PRD0036,WH01,103,160,91
20240722,PRD0036,WH01,84,160,91
20240729,PRD0036,WH01,84,160,91
20240805,PRD0036,WH01,82,160,91
20240812,PRD0036,WH01,69,160,91
20240819,PRD0036,WH01,70,160,91
20240826,PRD0036,WH01,76,160,91
20240902,PRD0036,WH01,78,160,91
20240909,PRD0036,WH01,86,160,91
20240916,PRD0036,WH01,100,160,91
20240923,PRD0036,WH01,99,160,91
20240930,PRD0036,WH01,117,160,91
20241007,PRD0036,WH01,118,160,91
20241014,PRD0036,WH01,125,160,91
20241021,PRD0036,WH01,118,160,91
20241028,PRD0036,WH01,115,160,91
20241104,PRD0036,WH01,75,160,91
20241111,PRD0036,WH01,37,160,91
20241118,PRD0036,WH01,24,160,91
20241125,PRD0036,WH01,0,160,91
20241202,PRD0036,WH01,0,160,91
20241209,PRD0036,WH01,0,160,91
20241216,PRD0036,WH01,0,160,91
20241223,PRD0036,WH01,0,160,91
20241230,PRD0036,WH01,0,160,91
20250106,PRD0036,WH01,0,160,91
20250113,PRD0036,WH01,15,160,91
20250120,PRD0036,WH01,8,160,91
20250127,PRD0036,WH01,0,160,91
20250203,PRD0036,WH01,0,160,91
20250210,PRD0036,WH01,0,160,91
20250217,PRD0036,WH01,6,160,91
20250224,PRD0036,WH01,12,160,91
20250303,PRD0036,WH01,23,160,91
20250310,PRD0036,WH01,42,160,91
20250317,PRD0036,WH01,38,160,91
20250324,PRD0036,WH01,32,160,91
20250331,PRD0036,WH01,23,160,91
20250407,PRD0036,WH01,14,160,91
20250414,PRD0036,WH01,10,160,91
20250421,PRD0036,WH01,22,160,91
20250428,PRD0036,WH01,13,160,91
20250505,PRD0036,WH01,31,160,91
20250512,PRD0036,WH01,8,160,91
20250519,PRD0036,WH01,22,160,91
20250526,PRD0036,WH01,21,160,91
20250602,PRD0036,WH01,4,160,91
20250609,PRD0036,WH01,0,160,91
20250616,PRD0036,WH01,2,160,91
20250623,PRD0036,WH01,14,160,91
20250630,PRD0036,WH01,21,160,91
20250707,PRD0036,WH01,22,160,91
20250714,PRD0036,WH01,21,160,91
20250721,PRD0036,WH01,17,160,91
20250728,PRD0036,WH01,22,160,91
20250804,PRD0036,WH01,30,160,91
20250811,PRD0036,WH01,26,160,91
20250818,PRD0036,WH01,34,160,91
20250825,PRD0036,WH01,40,160,91
20250901,PRD0036,WH01,59,160,91
20250908,PRD0036,WH01,47,160,91
20250915,PRD0036,WH01,43,160,91
20250922,PRD0036,WH01,50,160,91
20250929,PRD0036,WH01,49,160,91
20251006,PRD0036,WH01,23,160,91
20251013,PRD0036,WH01,15,160,91
20251020,PRD0036,WH01,0,160,91
20251027,PRD0036,WH01,4,160,91
20251103,PRD0036,WH01,0,160,91
20251110,PRD0036,WH01,0,160,91
20251117,PRD0036,WH01,0,160,91
20251124,PRD0036,WH01,0,160,91
20251201,PRD0036,WH01,0,160,91
20251208,PRD0036,WH01,0,160,91
20251215,PRD0036,WH01,0,160,91
20251222,PRD0036,WH01,0,160,91
20251229,PRD0036,WH01,0,160,91
20240101,PRD0037,WH01,297,177,95
20240108,PRD0037,WH01,243,177,95
20240115,PRD0037,WH01,167,177,95
20240122,PRD0037,WH01,171,177,95
20240129,PRD0037,WH01,185,177,95
20240205,PRD0037,WH01,126,177,95
20240212,PRD0037,WH01,125,177,95
20240219,PRD0037,WH01,137,177,95
20240226,PRD0037,WH01,124,177,95
20240304,PRD0037,WH01,111,177,95
20240311,PRD0037,WH01,117,177,95
20240318,PRD0037,WH01,113,177,95
20240325,PRD0037,WH01,119,177,95
20240401,PRD0037,WH01,101,177,95
20240408,PRD0037,WH01,114,177,95
20240415,PRD0037,WH01,111,177,95
20240422,PRD0037,WH01,116,177,95
20240429,PRD0037,WH01,112,177,95
20240506,PRD0037,WH01,119,177,95
20240513,PRD0037,WH01,117,177,95
20240520,PRD0037,WH01,115,177,95
20240527,PRD0037,WH01,116,177,95
20240603,PRD0037,WH01,116,177,95
20240610,PRD0037,WH01,116,177,95
20240617,PRD0037,WH01,94,177,95
20240624,PRD0037,WH01,83,177,95
20240701,PRD0037,WH01,62,177,95
20240708,PRD0037,WH01,38,177,95
20240715,PRD0037,WH01,36,177,95
20240722,PRD0037,WH01,64,177,95
